ID_Review,aspect,original_label,v3_label,original_reason,v3_reason,Text_Review
10297,Pelayanan,negatif,negatif,resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. staf dengan tegas mengatakan ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi yang saya anggap sebagai kebohongan sederhana,"ketika saya mulai check-in, resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi.","saya bepergian dengan anak-anak jadi saya mencari hotel. di area dengan kolam renang. hasil pencarian menunjukkan akomodasi ini memiliki kolam renang. itulah alasan saya memilihnya. ketika saya mulai check-in, resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. saya kesal dan anak-anak kecewa. staf dengan tegas mengatakan, ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi, yang saya anggap sebagai kebohongan sederhana dan saran yang berani bahwa saya tidak cukup berhati-hati dalam proses pemesanan saya, yang sama sekali tidak benar dan sangat mengganggu untuk didengar."
10630,Pelayanan,positif,none,kalau untuk pelayanan dan fasilitas sih tidak usah ditanya santika hotel top deh,,"sebulan sekali saya pasti menginap di hotel santika depok. saya memilih hotel ini selain karena kenyamanannya juga karena praktis. hotel santika depok terhubung langsung dengan di mal. situasi kota depok yang macet setiap kali weekend membuat saya harus mencari semua yang serba praktis, agar waktu tidak habis dijalan. kalau untuk pelayanan dan fasilitas sih tidak usah ditanya, santika hotel top deh"
10692,Pelayanan,netral,positif,overall pelayanannya bagus minta early check-in 12.30 baru ready jam 13.00,"overall pelayanannya bagus, minta early check-in 12.","overall pelayanannya bagus, minta early check-in 12. 30 baru ready jam 13. 00. semoga pelayanannya semakin bagus untuk selanjutnya."
11167,Pelayanan,negatif,none,hanya perlu di informasikan akses masuk hotel jika mall sudah tutup,,sangat berkesan dengan hotel santika. hanya perlu di informasikan akses masuk hotel jika mall sudah tutup.
12637,Pelayanan,negatif,positif,karyawannya ramah,"yang jadi nilai tambah adalah karyawannya ramah, akses yang mudah ke mall mega city, dan menu breakfastnya benar2 kualitas santika: enak dan amat bervariasi.","saya pesan superior king, karena sesuatu hal di free upgrade ke deluxe king. kamar tidak ada kulkas, lemari, bath tub. baru dapat fasilitas tsb sprtinya di kelas premier. wi-fi tidak bisa digunakan. kartu akses hnya bisa diberikan 1 dan ini menyulitkan, terutama karena berpergian bersama anak2. agak sulit menghubungi fo, beberapa kali telpon tidak diangkat. banyak hal yang tidak sesuai dengan buku hotel information. balkon yang jdi nilai tambah kamar deluxe, ternyata dikunci, dan kunci tidak bisa ditinggal di kamar. yang jadi nilai tambah adalah karyawannya ramah, akses yang mudah ke mall mega city, dan menu breakfastnya benar2 kualitas santika: enak dan amat bervariasi. kamarnya juga luas, semua fasilitas lain sprti ac- tv- bathroom shower-electric pot, berfungsi baik. ada kolam renang dan gym."
13059,Pelayanan,positif,positif,,pelayanan dan fasilitasnya baik banget.,pelayanan dan fasilitasnya baik banget.
13196,Pelayanan,positif,positif,,fasilitas dan layanan yang baik,fasilitas dan layanan yang baik
13225,Pelayanan,positif,positif,,harga murah tapi pelayanan tidak murahan,harga murah tapi pelayanan tidak murahan
13434,Pelayanan,positif,positif,,pelayanannya baik fasilitas hotelnya juga mantab,pelayanannya baik fasilitas hotelnya juga mantab
13455,Pelayanan,positif,positif,,pelayanan baik.,fasilitas bagus. pelayanan baik.
13469,Pelayanan,positif,positif,,"pelayanan yang ramah, makanannya enak","pelayanan yang ramah, makanannya enak"
13615,Pelayanan,positif,none,keamanan terjaga,,nyaman dan bersih. keamanan terjaga.
13659,Pelayanan,positif,positif,,pelayanannya sangat ramah namun untuk variasi sarapan perlu ditambahkan lagi,pelayanannya sangat ramah namun untuk variasi sarapan perlu ditambahkan lagi
13664,Pelayanan,positif,positif,,semua fasilitas mantul pelayanan ramah,semua fasilitas mantul pelayanan ramah
13728,Pelayanan,positif,positif,,"hotel terfavorit, makanan banyak variasi, staf ramah","hotel terfavorit, makanan banyak variasi, staf ramah"
13901,Pelayanan,positif,positif,,fasilitas lengkap pelayanan memuaskan.,fasilitas lengkap pelayanan memuaskan.
14155,Pelayanan,none,none,bersih,,"bahagia, bersih, baik, cantik."
14215,Pelayanan,none,none,bersih,,"bagus, bagus, bersih, terawat."
14364,Pelayanan,positif,positif,,pelayanan dan fasilitas cukup memuaskan,pelayanan dan fasilitas cukup memuaskan
14542,Pelayanan,negatif,none,tisu toilet dan wajah jaringan tidak tersedia,,tisu toilet dan wajah jaringan tidak tersedia pada malam kedua saya tinggal.
14676,Pelayanan,none,none,bersih,,hotel ini bersih dan menarik tempatnya.
629,Harga,none,positif,,"saya puas dengan memilih hotel santika ini, lokasi yang strategis, room service dengan valuable price, makanannya enak.","saya puas dengan memilih hotel santika ini, lokasi yang strategis, room service dengan valuable price, makanannya enak."
750,Harga,positif,none,"pelayanan staf fo kurang senyum, dan jangan lupa bawa struk parkir untuk stamp free parking.",,"perdana stay, pasca drop off di lobby, effortnya susah cari parkir, untungnya ada akses dari dalam mall ke dalam hotel. request connecting room, hanya dapat 1 aksesdoor masing², jadi repot kalau mau naik lantai izin staf bantu tap lift. minus hairdryer aja, dan tidak ada dispenser air, exhaust fan kamarmandi tidak terasa sirkulasinya, bantal kempes, cahaya kurang terang. plusnya ada hiburan smarttv dan wi-fi superngebut. breakfastnya b aja, wafflenya rasa adonan pukis, dan roti tawar terlihat kurang fresh, tapi westernfoodnya lumayan enak. pelayanan staf fo kurang senyum, dan jangan lupa bawa struk parkir untuk stamp free parking."
5913,Harga,negatif,positif,"kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya","check in dilayani dengan cepat dan ramah, kondisi kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya cukup enak","check in dilayani dengan cepat dan ramah, kondisi kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya cukup enak"
8266,Harga,none,positif,,"memuaskan, kamarnya lega, mini bar-nya gratis, tempatnya strategis, makanannya juga banyak variasi.","memuaskan, kamarnya lega, mini bar-nya gratis, tempatnya strategis, makanannya juga banyak variasi. so far sesuai harapan."
9551,Harga,none,positif,,"liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman.","liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman."
10193,Harga,none,negatif,,"akses masuk susah nyarinya pake map, parkiran kecil, palayanan kurang, fasilitas kamar tidak sesuai dengan harga, kamar ada kecoak.","akses masuk susah nyarinya pake map, parkiran kecil, palayanan kurang, fasilitas kamar tidak sesuai dengan harga, kamar ada kecoak."
10647,Harga,none,negatif,,"hotel cukup strategis karena satu kawasan dengan mal, turun lift jalan dikit langsung masuk mall depok, fasilitas kamar cukup baik, view lumayan dari lantai 26 hahaha tetapi ukuran kamar agak sempit agak untuk sholat pas-pasan, air mineral banyak, variasi makanan banyak, rasa lumayan enak, parkir lumayan mahal untuk sa","hotel cukup strategis karena satu kawasan dengan mal, turun lift jalan dikit langsung masuk mall depok, fasilitas kamar cukup baik, view lumayan dari lantai 26 hahaha tetapi ukuran kamar agak sempit agak untuk sholat pas-pasan, air mineral banyak, variasi makanan banyak, rasa lumayan enak, parkir lumayan mahal untuk satu hari check in kemudian check out biaya parkir 40rb."
12915,Harga,none,positif,,"tempat nyaman, bersih sesuai dengan budget, kolam renang bersih.","tempat nyaman, bersih sesuai dengan budget, kolam renang bersih."
13059,Harga,none,none,pelayanan baik banget,,pelayanan dan fasilitasnya baik banget.
13196,Harga,none,none,layanan yang baik,,fasilitas dan layanan yang baik
13434,Harga,none,none,pelayanannya baik,,pelayanannya baik fasilitas hotelnya juga mantab
13455,Harga,none,none,pelayanan baik,,fasilitas bagus. pelayanan baik.
13469,Harga,none,none,pelayanan yang ramah,,"pelayanan yang ramah, makanannya enak"
13659,Harga,none,none,pelayanannya sangat ramah,,pelayanannya sangat ramah namun untuk variasi sarapan perlu ditambahkan lagi
13664,Harga,none,none,pelayanan ramah,,semua fasilitas mantul pelayanan ramah
13728,Harga,none,none,staf ramah,,"hotel terfavorit, makanan banyak variasi, staf ramah"
13901,Harga,none,none,pelayanan memuaskan,,fasilitas lengkap pelayanan memuaskan.
14220,Harga,none,none,pesan yang king dikasih kamar yang standard,,hotelnya bagus. bersih juga. pelayanan baik. tapi pesan yang king dikasih kamar yang standard.
14364,Harga,none,none,pelayanan cukup memuaskan,,pelayanan dan fasilitas cukup memuaskan
1316,Lokasi,none,positif,,"dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up","dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up"
1408,Lokasi,none,positif,,"dekat kebun raya, botani square.","dekat kebun raya, botani square. makanannya enak, staf ramah. baik buat keluarga."
1491,Lokasi,netral,positif,"memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik","pertama sampai di hotel memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik.","pertama sampai di hotel memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik. untuk fasilitas kolam renang juga bagus. santika sangat terkenal dengan beragaman sarapanya yang pasti enak. untuk staf saya merasa kurang ramah. bagian fo, tempat sarapan, kolam renang, mungkin karena libur lebaran ramai tamu mereka kelelahan sehingga ya biasa saja, tapi untuk satpamnya sangat baik dan ramah."
2346,Lokasi,netral,positif,lokasi hotel sangat bagus karena dekat sekali dengan,lokasi hotel sangat bagus karena dekat sekali dengan stasiun kereta api sehingga tidak takut terlambat.,lokasi hotel sangat bagus karena dekat sekali dengan stasiun kereta api sehingga tidak takut terlambat. dan juga sangat dekat dengan pusat pertokoan.
5805,Lokasi,none,positif,,dekat dengan pusat hiburan.,kualitas layanan terbaik. hidangan yang disajikan lezat. suasana ramah. dekat dengan pusat hiburan. parkir aman.
7176,Lokasi,none,positif,,"pelayanannya baik dan hotelnya nyaman, dekat dengan mana saja","pelayanannya baik dan hotelnya nyaman, dekat dengan mana saja"
7989,Lokasi,none,positif,,"tempat sangat strategis, parkinya mudah, check-in cepat.","tempat sangat strategis, parkinya mudah, check-in cepat. pelayanan sangat ramah, handuk sprei dan bersih. air conditioner dan water heater berfungsi dengan baik, tapi tidak ada hair dryer."
10012,Lokasi,none,positif,,"plusnya + lokasi strategis + kamar bersih, air conditioner dingin, water heater berfungsi + makanan bervariasi + ada keterlambatan wkt cek in dari hotel tapi dikasih tambahan wkt 2 jam untuk cek out minusnya - lantai kamar mandi dekat wastafel airnya menggenang terus - tidak ada hair dryer dan kulkas - tidak ada galon","plusnya + lokasi strategis + kamar bersih, air conditioner dingin, water heater berfungsi + makanan bervariasi + ada keterlambatan wkt cek in dari hotel tapi dikasih tambahan wkt 2 jam untuk cek out minusnya - lantai kamar mandi dekat wastafel airnya menggenang terus - tidak ada hair dryer dan kulkas - tidak ada galon isi ulang air, jd hanya dibatasi 4 botol"
11167,Lokasi,none,negatif,,hanya perlu di informasikan akses masuk hotel jika mall sudah tutup.,sangat berkesan dengan hotel santika. hanya perlu di informasikan akses masuk hotel jika mall sudah tutup.
12790,Lokasi,negatif,negatif,,"00 check-in menerima kunci masuk kamar, kamar nyaman dan aman, karyawannya ramah-ramah dan responsif, sarapan pagi enak, hanya sayangnya akses lift ke hotel gabung dengan pengunjung mal jadi kalau mau naik turun lift agak lama.","proses administrasi tidak susah, pukul 14. 00 check-in menerima kunci masuk kamar, kamar nyaman dan aman, karyawannya ramah-ramah dan responsif, sarapan pagi enak, hanya sayangnya akses lift ke hotel gabung dengan pengunjung mal jadi kalau mau naik turun lift agak lama. sisanya baik."
13225,Lokasi,none,none,harga murah,,harga murah tapi pelayanan tidak murahan
168,Fasilitas,netral,positif,area parkir mobil di basement memiliki jalur yang luas namun tempat parkir terbatas,area parkir mobil di basement memiliki jalur yang luas namun tempat parkir terbatas.,lokasi bagus bagi yang ingin menjelajahi kota bandung. lokasi sangat dekat dengan hotel aryaduta (tepat di seberang pintu keluarnya). jalan depan hotel ada 2 arah (bukan 1 arah) sehingga memudahkan kita untuk mengakses hotel. hotel santika merupakan hotel tua namun masih terawat. kamarnya luas namun semua perabotannya harus direnovasi juga fasilitasnya. sarapan memiliki pilihan terbatas namun rasanya cukup enak. area parkir mobil di basement memiliki jalur yang luas namun tempat parkir terbatas.
697,Fasilitas,negatif,none,secara keseluruhan fasilitas terasa agak tua,,"lokasinya bagus karena bersebelahan dengan pusat perbelanjaan sehingga tidak perlu jauh-jauh. namun secara keseluruhan fasilitas terasa agak tua, mungkin karena hotelnya sudah tua. stafnya ramah, saya suka lokasinya, dan harganya. juga, ada pembangunan yang sedang berlangsung di sebelah, jadi saya tidur siang, tapi selain kebisingan, saya tidak punya keluhan."
1064,Fasilitas,none,negatif,,kapasitas liftnya tidak baik,satu malam menginap layanan grup tidak baik! harus menyelesaikannya sebelum kedatangan kamar jika belum siap. kapasitas liftnya tidak baik
1136,Fasilitas,positif,negatif,saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun,ruangan itu baik-baik saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun ditunjukkan dalam daftar tidak ada,"karena hujan selalu turun di sore hari, kami dapat, di waktu senggang, berbelanja atau makan malam tanpa basah kuyup atau harus mencari taksi dengan panik. sarapannya memuaskan. ruangan itu baik-baik saja hanya saja transmisi televisi sering terputus dan beberapa saluran meskipun ditunjukkan dalam daftar tidak ada"
1385,Fasilitas,netral,positif,"overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar","hotel bersih dan nyaman, overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar cari2 petugasnya dulu","hotel bersih dan nyaman, overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar cari2 petugasnya dulu"
1834,Fasilitas,positif,none,fasilitasnya lengkap dan anda juga bisa meminta fasilitas,,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya."
2287,Fasilitas,netral,positif,dapat dengan leluasa menikmati fasilitas hotel yang disediakan,"sangat menyenangkan dan terjaga privacy, sehingga kami dapat dengan leluasa menikmati fasilitas hotel yang disediakan.","sangat menyenangkan dan terjaga privacy, sehingga kami dapat dengan leluasa menikmati fasilitas hotel yang disediakan."
2366,Fasilitas,netral,positif,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga nya terjangkau,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga nya terjangkau
2413,Fasilitas,none,negatif,,"nyaman, strategis di mall, menawarkan sahur, dan staf ramah, kamar bersih, sayangnya tidak ada kulkas mini.","nyaman, strategis di mall, menawarkan sahur, dan staf ramah, kamar bersih, sayangnya tidak ada kulkas mini."
2834,Fasilitas,none,negatif,,floordrain tidak berfungsi.,floordrain tidak berfungsi. jadi saya harus buka floordrainnya biar airnya tidak menggenang. saya bermalam di unit yang exclusive. hanya dapat buah 3 pcs. penerangan kurang. karpet di ruang family kotor banget sama sofa belum pernah di dryclean kayaknya. selain hal ini nyaman.
2860,Fasilitas,netral,negatif,fasilitas kamar mandi juga lengkap. fasilitas wi-fi yang amat sangat lambat,"namun yang paling mengecewakan untuk kami adalah fasilitas wi-fi yang amat sangat lambat, bahkan tidak bisa kami gunakan sama sekali.","lokasi di mall dengan banyak pilihan restoran bahkan departemen store. air minum yang disediakan lebih banyak dari standar hotel lain, yaitu 4 botol dengan ukuran sedang. kenyamanan tidur sangat memuaskan dengan bed yang sangat nyaman dan 2 bantal yang nyaman di masing masing bed (twin). kondisi kamar sangat bersih dan fasilitas kamar mandi juga lengkap. yang cukup mengganggu adalah suhu air shower yang sangat tidak stabil, panas dingin bergantian. namun yang paling mengecewakan untuk kami adalah fasilitas wi-fi yang amat sangat lambat, bahkan tidak bisa kami gunakan sama sekali."
3852,Fasilitas,netral,positif,fasilitas nya baik | tempat parkiran mobilnya tolong di perluas lagi,yang saya sukai: - fasilitas nya baik - makanan nya baik - karyawan nya ramah2 - tempatnya strategis saran: - tempat parkiran mobilnya tolong di perluas lagi.,yang saya sukai: - fasilitas nya baik - makanan nya baik - karyawan nya ramah2 - tempatnya strategis saran: - tempat parkiran mobilnya tolong di perluas lagi.
4135,Fasilitas,none,negatif,,"hotelnya sudah tua, gatau karna penuh atau gimana dapet kamar yang sudah lama tidak dipake kayanya sampe water heaternya harus minta dinyalain dulu ke teknisinya, dan bau lembab banget, sarapan buat sekelas santika kurang banget","hotelnya sudah tua, gatau karna penuh atau gimana dapet kamar yang sudah lama tidak dipake kayanya sampe water heaternya harus minta dinyalain dulu ke teknisinya, dan bau lembab banget, sarapan buat sekelas santika kurang banget"
4782,Fasilitas,netral,positif,"bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii","pengalaman yang memuaskan, kamar agak sempit sii hehehe, cuma bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii, dari pelayanan receptions nya yang ramah tamah.","pengalaman yang memuaskan, kamar agak sempit sii hehehe, cuma bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii, dari pelayanan receptions nya yang ramah tamah. okonya bagus"
5719,Fasilitas,none,negatif,,"lokasi strstegis, makan pagi baik, cuma air panas kurang dan shower kurang kencang.","lokasi strstegis, makan pagi baik, cuma air panas kurang dan shower kurang kencang."
5979,Fasilitas,positif,none,ada fasilitas peminjaman sepeda untuk berkeliling,,"lokasi strategis ke mana2 dekat. petugas ramah semua, kamar bersih. terimakasih untuk semua kesan yang baik. ada fasilitas peminjaman seped untuk berkeliling, tapi saya tidak sempat menikmati karena padatnya acara."
6158,Fasilitas,positif,none,"proses cek in mudah, fasilitas biasa saja.",,"proses cek in mudah, fasilitas biasa saja."
6452,Fasilitas,negatif,positif,sedikit kolam renang plus fasilitas ramah anak,"sebagai saran mungkin sedikit kolam renang plus fasilitas ramah anak, seperti slide kecil atau tempat bermain akan menjadi lebih baik.","hotel tua dengan perawatan yang baik sehingga hotel terlihat masih bagus dan terpelihara dengan baik, dekat dengan masjid tentara dan beberapa pusat perbelanjaan. sarapan varian yang berlimpah dan lezat, kamar bersih dan nyaman. sebagai saran mungkin sedikit kolam renang plus fasilitas ramah anak, seperti slide kecil atau tempat bermain akan menjadi lebih baik."
7190,Fasilitas,netral,positif,siaran televisi kabel banyak pilihan.,breakfast nya enak dan banyak macamnya.,"hotel nya bagus meskipun bangunan lama, pegawainya ramah dan sopan. kamar bersih. siaran televisi kabel banyak pilihan. breakfast nya enak dan banyak macamnya. puas dan recommend menginap di santika bandung. thanks traveloka atas diskon nya. transaksi mudah dan cepat. traveloka memang pas untuk kita."
7728,Fasilitas,none,positif,,"kamar bersih, kolam renang bersih, makanan lumayan enak, protokol covid, pelayanan cukup baik, staf ramah dan membantu, hanya minta handuk tambahan agak lama, cukup menyenangkan.","kamar bersih, kolam renang bersih, makanan lumayan enak, protokol covid, pelayanan cukup baik, staf ramah dan membantu, hanya minta handuk tambahan agak lama, cukup menyenangkan."
7823,Fasilitas,none,negatif,,"terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang.","review dikit menginap disana. pegawai ramah semua. check-in dan check-out cepat. kamar sama kaya di gambar. minta request jendela dengan view dikasih. complimentary kamar free. air conditioner dingin. water heater dan exhaush fan baik. malam hari saya minta tolong pihak dapur untuk hangat makanan dilayani dengan baik dan cepat, sedikit saran, tempat sampah dikamar dan dikamar mandi kalau bisa bukanya yang di tekan pake kaki, gang yang tutupnya bisa di copot gt soalnya jadi dimaenin anak yang belum paham kalau itu tempat sampah. terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang. agak repot ya. ini hotelnya tempel banget sama botani, karena covid, bayi gabisa masuk sana. tapi nyari makan banyak, bisa gojek dan enak-enak ko. parkiran juga gabung sama mal. buat yang menginap disana jangan lupa tiket parkirnya distempel sama pihak hotel biar free. untuk breakfast kurang variatif menunya, apalagi untuk rotinya, dikit banget. tidak ada roti tawar dan selai. overall baik ko. 8/10. terima kasih ya."
8040,Fasilitas,negatif,positif,kolam kecil,kolam kecil yang tenang tapi stafnya sangat ramah secara keseluruhan hotel ini bagus dan membuat liburan saya hampir sempurna terima kasih santika bogor,"kamar yang cukup baik untuk tidak kecil, dan varian untuk sarapan sedikit kurang, rasanya cukup. kolam kecil yang tenang tapi stafnya sangat ramah secara keseluruhan hotel ini bagus dan membuat liburan saya hampir sempurna terima kasih santika bogor"
8590,Fasilitas,negatif,none,ruang makannya pada saat breakfast yang sepertinya kurang luas mengingat kapasitas tamu yang banyak sehingga harus bergantian,,secara keseluruhan sangat memuaskan dengan pelayanan yang sangat baik mungkin yang kurang hanya untuk ruang makannya pada saat breakfast yang sepertinya kurang luas mengingat kapasitas tamu yang banyak sehingga harus bergantian.
8936,Fasilitas,none,positif,,fasilitas untuk kursi roda tersedia.,staf sangat ramah dan membantu. fasilitas untuk kursi roda tersedia. recommended.
9136,Fasilitas,none,negatif,,"walau ada kendala sedikit di kamar mandi, air menggenang dan yang orang ngebersihin kamar kurang jeli ngebersihin kotorandi meja dan lantai.","pelayanan yang cukup baik di masa pandemi. mobil di cuci semua dari pihak hotel. makanan yang enak, kolam juga baik, anak-anak senang. walau ada kendala sedikit di kamar mandi, air menggenang dan yang orang ngebersihin kamar kurang jeli ngebersihin kotorandi meja dan lantai. terima kasih hotel santika sudah meng-upgrade kamar kami ke executive. very well services."
9497,Fasilitas,none,positif,,"bagus ruangan, layanan besar, bagus, besar dan bersih kolam renang.","bagus ruangan, layanan besar, bagus, besar dan bersih kolam renang. kami berenang di malam hari dan itu bagus"
9549,Fasilitas,none,positif,,"pelayanan bagus, ada fasilitas antar jemput sehingga sangat membantu buat para tamu yang tidak naik kendaraan pribadi.","pelayanan bagus, ada fasilitas antar jemput sehingga sangat membantu buat para tamu yang tidak naik kendaraan pribadi."
9551,Fasilitas,none,positif,,"liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman.","liburan bareng keluarga kecil, pelayanan ramah, makanan kecil murah dan bisa makan di kolam renang juga, kamar nyaman."
9773,Fasilitas,none,positif,,"hotel yang nyaman, suka karena tempat makan pagi dekat dengan kolam renang","hotel yang nyaman, suka karena tempat makan pagi dekat dengan kolam renang"
10098,Fasilitas,none,negatif,,"untuk kamarnya standar lah, shower-nya mampet, air mengalir sangat kecil, tanpa hairdryer juga.","untuk kamarnya standar lah, shower-nya mampet, air mengalir sangat kecil, tanpa hairdryer juga. namun, yang bikin kita tidak komplain adalah staff-nya ramah-ramah, makanan saat sarapan semuanya enak."
10160,Fasilitas,none,positif,,ada kolam renang juga.,"staycation di hotel santika sangat menyenangkan, kamar bersih, perlengkapan yang ada di kamarpun bersih. ada kolam renang juga. mohon pelayanan di saat sarapan di cafe anjani, ada yang memantau jika ada piring kosong di meja tamu yang sarapan agar dapat diambil. jadi meja tidak penuh dengan piring kosong. terima kasih juga kejutan wedding anniversary kami."
10602,Fasilitas,none,positif,,hotel ini juga memiliki fasilitas dan layanan yang sangat baik bagi pelanggan.,hotel ini sangat pas untuk liburan bersama keluarga dan pasangan. karena berada satu area dengan mall dan bioskop. sehingga saat selesai berbelanja dan menonton bisa langsung beristirahat di sebelah gedung mall. hotel ini juga memiliki fasilitas dan layanan yang sangat baik bagi pelanggan.
12205,Fasilitas,none,positif,,kamar sangat nyaman dengan ruangan yang bersih fasilitas yang baik dan pelayanan yang sangat baik.,"kamar sangat nyaman dengan ruangan yang bersih fasilitas yang baik dan pelayanan yang sangat baik. hanya saja akses yang agak sulit karena lokasi ada di atas mal, akses yang diberikan langsung ke lobby hanya yang menggunakan mobil kalau untuk yang menggunakan kendaraan bermotor akses harus masuk melewati mal dahulu."
13024,Fasilitas,negatif,negatif,,harga terbaik tapi perlu menambahkan lebih banyak saluran televisi,harga terbaik tapi perlu menambahkan lebih banyak saluran televisi
13059,Fasilitas,positif,positif,,pelayanan dan fasilitasnya baik banget.,pelayanan dan fasilitasnya baik banget.
13196,Fasilitas,positif,positif,,fasilitas dan layanan yang baik,fasilitas dan layanan yang baik
13434,Fasilitas,positif,positif,,pelayanannya baik fasilitas hotelnya juga mantab,pelayanannya baik fasilitas hotelnya juga mantab
13455,Fasilitas,positif,positif,,fasilitas bagus.,fasilitas bagus. pelayanan baik.
13606,Fasilitas,none,negatif,,"air conditioner kamar kurang dingin di 620, saya pesan kamar deluxe!","air conditioner kamar kurang dingin di 620, saya pesan kamar deluxe! tapi itu deluxe atau superior ya?"
13664,Fasilitas,positif,positif,,semua fasilitas mantul pelayanan ramah,semua fasilitas mantul pelayanan ramah
13796,Fasilitas,positif,none,ada coffee shop,,"bagus banget sekarang ada coffee shop buat betah, staf pelayanan semua ramah baik check in cepat dan sudah pasti tiap ke tasik nginep di sini."
13803,Fasilitas,none,none,sarapan pagi menemukan rambut,,"kamar kurang bersih, sarapan pagi menemukan rambut."
13901,Fasilitas,positif,positif,,fasilitas lengkap pelayanan memuaskan.,fasilitas lengkap pelayanan memuaskan.
14364,Fasilitas,positif,positif,,pelayanan dan fasilitas cukup memuaskan,pelayanan dan fasilitas cukup memuaskan
12,Makanan,positif,none,2 kotak sarapan sudah siap diambil jam setengah 6 pagi sesuai permintaan,,"datang hampir jam 10 malam, hotel terlihat sepi tapi begitu turun mobil ada 1 doorman yang langsung menyambut dan membukakan pintu hotel. di lobby 1 concierge standby dan sat set mencari kamar yang kita booking dan melayani permintaan breakfast on the go. besoknya 2 kotak sarapan sudah siap diambil jam setengah 6 pagi sesuai permintaan. terimakasih santika."
235,Makanan,none,positif,,"anda dapat menemukan makanan enak, fashion bagus, kafe bagus dan semua yang anda butuhkan.","hotel ini terletak di jalan riau, jalan it bandung. anda dapat menemukan makanan enak, fashion bagus, kafe bagus dan semua yang anda butuhkan. itu juga dekat jl merdeka yang merupakan salah satu jalan sibuk di bandung yang memiliki beberapa jajanan kaki lima yang enak"
838,Makanan,none,positif,,"lokasi dekat dengan mall shg mudah untuk cari makanan, ,","lokasi dekat dengan mall shg mudah untuk cari makanan, ,"
1263,Makanan,none,positif,,"pilihan sarapannya beragam, dari western hingga indonesia, dan saya pesan telur dadar dan rasanya enak.","pilihan sarapannya beragam, dari western hingga indonesia, dan saya pesan telur dadar dan rasanya enak. ini setara dengan hotel bintang 4. lokasinya berada dalam jarak berjalan kaki ke kolam renang, pusat perbelanjaan, dan kebun raya. ruangannya luas dan saya bisa bersantai."
1834,Makanan,positif,none,sarapannya enak tapi tidak ada yang luar biasa tentang sarapan.,,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya."
