source,issue,aspect,ID_Review,current_label,model_prediction,model_confidence,suggested_label,recommended_action,aspect_evidence,sentiment_evidence,Platform,Nama_Hotel,Review_Date,Text_Review,current_reason,action_rank,audit_decision,rule_auto_selected,applied_to_dataset,final_label,final_reason,validation_note,manual_decision,manual_final_label,manual_final_reason,manual_review_note,inferred_label,inferred_reason,old_label_before_manual_review,old_reason_before_manual_review,changed_in_v3
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,5805,netral,positif,0.8735,positif,possible_sentiment_label_review,parkir,"aspect evidence: parkir; sentiment evidence: baik, ramah, lezat, aman, dekat",Tiket,Hotel Santika Tasikmalaya,4/16/2026,kualitas layanan terbaik. hidangan yang disajikan lezat. suasana ramah. dekat dengan pusat hiburan. parkir aman.,parkir aman.,3,needs_manual_review,False,False,netral,parkir aman.,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,netral,parkir aman.,Bukti aspek sedikit lebih positif.,positif,parkir aman.,netral,parkir aman.,False
priority_model_disagreement,model_high_confidence_disagreement,Kebersihan,3979,netral,negatif,0.855,negatif,possible_sentiment_label_review,"handuk, sprei","aspect evidence: handuk, sprei; sentiment evidence: kurang, gak, lama",Tiket,Hotel Santika Bandung,2/21/2024,"hotel lama toilet sudah direnovasi, breakfast lumayan minusnya sprei dan handuk sudah agak lusuh, sangat kurang colokan listrik.",hotel lama toilet sudah direnovasi. sprei dan handuk sudah agak lusuh,3,needs_manual_review,False,False,netral,hotel lama toilet sudah direnovasi. sprei dan handuk sudah agak lusuh,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,resolve_sentiment_by_text_evidence,negatif,"hotel lama toilet sudah direnovasi, breakfast lumayan minusnya sprei dan handuk sudah agak lusuh, sangat kurang colokan listrik.",Bukti aspek condong negatif.,negatif,"hotel lama toilet sudah direnovasi, breakfast lumayan minusnya sprei dan handuk sudah agak lusuh, sangat kurang colokan listrik.",netral,hotel lama toilet sudah direnovasi. sprei dan handuk sudah agak lusuh,True
priority_model_disagreement,model_high_confidence_disagreement,Harga,6797,netral,negatif,0.8512,negatif,possible_sentiment_label_review,"harga, sepadan","aspect evidence: harga, sepadan; sentiment evidence: tidak, kecil",Traveloka,Hotel Santika Bandung,1/11/2017,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.","gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.",3,needs_manual_review,False,False,netral,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.",Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,resolve_sentiment_by_text_evidence,negatif,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.",Bukti aspek condong negatif.,negatif,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.",netral,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.",True
priority_model_disagreement,model_high_confidence_disagreement,Makanan,4196,netral,positif,0.8471,netral,possible_sentiment_label_review,"makanan, makan","aspect evidence: makanan, makan; sentiment evidence: biasa",Tiket,Hotel Santika Mega City Bekasi,2/25/2026,layanan pengiriman makanan tersedia. terletak di kawasan industri. staf yang luar biasa dan cerdas.,layanan pengiriman makanan tersedia.,3,needs_manual_review,False,False,netral,layanan pengiriman makanan tersedia.,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,netral,layanan pengiriman makanan tersedia.,Aspek muncul tetapi tidak ada evaluasi positif/negatif yang kuat.,netral,layanan pengiriman makanan tersedia.,netral,layanan pengiriman makanan tersedia.,False
priority_model_disagreement,model_high_confidence_disagreement,Makanan,3634,netral,positif,0.8471,positif,possible_sentiment_label_review,"hidangan, lezat","aspect evidence: hidangan, lezat; sentiment evidence: lezat",Tiket,Hotel Santika Bandung,2/25/2025,kamar segar banget. hidangan tradisional lezat.,hidangan tradisional lezat.,3,needs_manual_review,False,False,netral,hidangan tradisional lezat.,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,netral,hidangan tradisional lezat.,Bukti aspek sedikit lebih positif.,positif,hidangan tradisional lezat.,netral,hidangan tradisional lezat.,False
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,7120,netral,negatif,0.8468,positif,possible_sentiment_label_review,nyaman,"aspect evidence: nyaman; sentiment evidence: ramah, nyaman, aman",Traveloka,Hotel Santika Bandung,8/19/2015,"ramah, nyaman hanya terlalu bebas untuk smoking: (","ramah, nyaman",3,needs_manual_review,False,False,netral,"ramah, nyaman",Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,resolve_sentiment_by_text_evidence,positif,"ramah, nyaman hanya terlalu bebas untuk smoking: (",Bukti aspek condong positif.,positif,"ramah, nyaman hanya terlalu bebas untuk smoking: (",netral,"ramah, nyaman",True
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,3549,netral,positif,0.8221,positif,possible_sentiment_label_review,layanan,aspect evidence: layanan; sentiment evidence: baik,Tiket,Hotel Santika Bandung,5/9/2026,santika yang sangat luar biasa selalu merupakan pilihan yang baik untuk menginap! layanan pramutamu yang informatif.,layanan pramutamu yang informatif.,3,needs_manual_review,False,False,netral,layanan pramutamu yang informatif.,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,netral,layanan pramutamu yang informatif.,Aspek muncul tetapi tidak ada evaluasi positif/negatif yang kuat.,netral,layanan pramutamu yang informatif.,netral,layanan pramutamu yang informatif.,False
priority_model_disagreement,model_high_confidence_disagreement,Harga,6821,netral,negatif,0.8201,negatif,possible_sentiment_label_review,harga,"aspect evidence: harga; sentiment evidence: kurang, ga ",Traveloka,Hotel Santika Bandung,12/21/2016,variasi makanan kurang dengan harga sekarang,variasi makanan kurang dengan harga sekarang,3,needs_manual_review,False,False,netral,variasi makanan kurang dengan harga sekarang,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,netral,variasi makanan kurang dengan harga sekarang,Bukti aspek sedikit lebih negatif.,negatif,variasi makanan kurang dengan harga sekarang,netral,variasi makanan kurang dengan harga sekarang,False
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,2024,netral,positif,0.8064,positif,possible_sentiment_label_review,staf,"aspect evidence: staf; sentiment evidence: bagus, enak",Agoda,Hotel Santika Cirebon,6/26/2012,staf frendly ketika kami tiba. lokasi bagus ke tempat kuliner terkenal. sarapan enak dengan sentuhan lokal.,staf frendly ketika kami tiba.,3,needs_manual_review,False,False,netral,staf frendly ketika kami tiba.,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,netral,staf frendly ketika kami tiba.,Aspek muncul tetapi tidak ada evaluasi positif/negatif yang kuat.,netral,staf frendly ketika kami tiba.,netral,staf frendly ketika kami tiba.,False
priority_model_disagreement,model_high_confidence_disagreement,Makanan,8270,positif,negatif,0.8063,positif,possible_sentiment_label_review,"makanan, makan, sarapan","aspect evidence: makanan, makan, sarapan; sentiment evidence: baik",Traveloka,Hotel Santika Bogor,4/4/2018,kamar baik layanan kamar miskin sarapan kualitas makanan baik,sarapan kualitas makanan baik,3,needs_manual_review,False,False,positif,sarapan kualitas makanan baik,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,resolve_sentiment_by_text_evidence,positif,kamar baik layanan kamar miskin sarapan kualitas makanan baik,Bukti aspek condong positif.,positif,kamar baik layanan kamar miskin sarapan kualitas makanan baik,positif,sarapan kualitas makanan baik,True
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,14419,positif,netral,0.8012,positif,possible_sentiment_label_review,layanan,"aspect evidence: layanan; sentiment evidence: nyaman, aman",Traveloka,Hotel Santika Tasikmalaya,4/12/2017,"layanan keluar dan kenyamanan, keunggulan",layanan keunggulan,3,needs_manual_review,False,False,positif,layanan keunggulan,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,positif,layanan keunggulan,Aspek muncul tetapi tidak ada evaluasi positif/negatif yang kuat.,netral,layanan keunggulan,positif,layanan keunggulan,False
priority_model_disagreement,model_disagreement,Pelayanan,10297,negatif,netral,0.7937,negatif,possible_sentiment_label_review,"staf, resepsionis, check-in","aspect evidence: staf, resepsionis, check-in; sentiment evidence: tidak, lama",Traveloka,Hotel Santika Depok,1/6/2021,"saya bepergian dengan anak-anak jadi saya mencari hotel. di area dengan kolam renang. hasil pencarian menunjukkan akomodasi ini memiliki kolam renang. itulah alasan saya memilihnya. ketika saya mulai check-in, resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. saya kesal dan anak-anak kecewa. staf dengan tegas mengatakan, ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi, yang saya anggap sebagai kebohongan sederhana dan saran yang berani bahwa saya tidak cukup berhati-hati dalam proses pemesanan saya, yang sama sekali tidak benar dan sangat mengganggu untuk didengar.",resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. staf dengan tegas mengatakan ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi yang saya anggap sebagai kebohongan sederhana,3,needs_manual_review,False,False,negatif,resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. staf dengan tegas mengatakan ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi yang saya anggap sebagai kebohongan sederhana,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,resolve_sentiment_by_text_evidence,negatif,"ketika saya mulai check-in, resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi.",Bukti aspek condong negatif.,negatif,"ketika saya mulai check-in, resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi.",negatif,resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. staf dengan tegas mengatakan ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi yang saya anggap sebagai kebohongan sederhana,True
priority_model_disagreement,model_disagreement,Fasilitas,4172,netral,negatif,0.7749,negatif,possible_sentiment_label_review,"lift, kamar mandi","aspect evidence: lift, kamar mandi; sentiment evidence: bau, lama",Tiket,Hotel Santika Bandung,4/25/2023,burik kata anak saya. proses cek ini sangat lama. kamar mandi bau. lift membuat pusing.,lift membuat pusing.,3,needs_manual_review,False,False,netral,lift membuat pusing.,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,netral,lift membuat pusing.,Bukti aspek sedikit lebih negatif.,negatif,lift membuat pusing.,netral,lift membuat pusing.,False
priority_model_disagreement,model_disagreement,Kebersihan,1808,positif,negatif,0.7584,positif,possible_sentiment_label_review,bersih,"aspect evidence: bersih; sentiment evidence: bersih, mudah, aman",Agoda,Hotel Santika Cirebon,9/11/2024,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih.","mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih.",3,needs_manual_review,False,False,positif,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih.",Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,resolve_sentiment_by_text_evidence,positif,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih.",Bukti aspek condong positif.,positif,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih.",positif,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih.",False
priority_model_disagreement,model_disagreement,Kenyamanan,330,netral,positif,0.7526,positif,possible_sentiment_label_review,"kamar, luas, pemandangan","aspect evidence: kamar, luas, pemandangan; sentiment evidence: bagus, baik, bersih, luas",Agoda,Hotel Santika Bandung,12/13/2013,"ini mungkin salah satu hotel bernilai terbaik di bandung. terletak di pusat kota, kamar dan layanan bagus. kamar standar tapi bersih dan luas, dapatkan lantai tinggi untuk pemandangan lebih baik.","kamar standar tapi bersih dan luas, dapatkan lantai tinggi untuk pemandangan lebih baik.",3,needs_manual_review,False,False,netral,"kamar standar tapi bersih dan luas, dapatkan lantai tinggi untuk pemandangan lebih baik.",Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,resolve_sentiment_by_text_evidence,positif,"kamar standar tapi bersih dan luas, dapatkan lantai tinggi untuk pemandangan lebih baik.",Bukti aspek condong positif.,positif,"kamar standar tapi bersih dan luas, dapatkan lantai tinggi untuk pemandangan lebih baik.",netral,"kamar standar tapi bersih dan luas, dapatkan lantai tinggi untuk pemandangan lebih baik.",True
priority_model_disagreement,model_disagreement,Pelayanan,1316,netral,positif,0.7522,positif,possible_sentiment_label_review,"pelayanan, layanan","aspect evidence: pelayanan, layanan; sentiment evidence: mantap, dekat",Agoda,Hotel Santika Bogor,4/22/2026,"dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up","dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up",3,needs_manual_review,False,False,netral,"dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up",Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,netral,"dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up",Aspek muncul tetapi tidak ada evaluasi positif/negatif yang kuat.,netral,"dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up",netral,"dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up",False
priority_model_disagreement,model_disagreement,Fasilitas,3852,netral,negatif,0.7408,positif,possible_sentiment_label_review,"fasilitas, parkir","aspect evidence: fasilitas, parkir; sentiment evidence: baik, ramah, strategis, luas",Tiket,Hotel Santika Bandung,6/14/2019,yang saya sukai: - fasilitas nya baik - makanan nya baik - karyawan nya ramah2 - tempatnya strategis saran: - tempat parkiran mobilnya tolong di perluas lagi.,fasilitas nya baik | tempat parkiran mobilnya tolong di perluas lagi,3,needs_manual_review,False,False,netral,fasilitas nya baik | tempat parkiran mobilnya tolong di perluas lagi,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,resolve_sentiment_by_text_evidence,positif,yang saya sukai: - fasilitas nya baik - makanan nya baik - karyawan nya ramah2 - tempatnya strategis saran: - tempat parkiran mobilnya tolong di perluas lagi.,Bukti aspek condong positif.,positif,yang saya sukai: - fasilitas nya baik - makanan nya baik - karyawan nya ramah2 - tempatnya strategis saran: - tempat parkiran mobilnya tolong di perluas lagi.,netral,fasilitas nya baik | tempat parkiran mobilnya tolong di perluas lagi,True
priority_model_disagreement,model_disagreement,Harga,3692,positif,netral,0.7327,positif,possible_sentiment_label_review,biaya,"aspect evidence: biaya; sentiment evidence: nyaman, aman",Tiket,Hotel Santika Bandung,7/23/2024,hemat biaya. parkir sangat nyaman.,hemat biaya,3,needs_manual_review,False,False,positif,hemat biaya,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,positif,hemat biaya,Aspek muncul tetapi tidak ada evaluasi positif/negatif yang kuat.,netral,hemat biaya,positif,hemat biaya,False
priority_model_disagreement,model_disagreement,Makanan,5805,netral,positif,0.7295,positif,possible_sentiment_label_review,"hidangan, lezat","aspect evidence: hidangan, lezat; sentiment evidence: baik, ramah, lezat, aman, dekat",Tiket,Hotel Santika Tasikmalaya,4/16/2026,kualitas layanan terbaik. hidangan yang disajikan lezat. suasana ramah. dekat dengan pusat hiburan. parkir aman.,hidangan yang disajikan lezat.,3,needs_manual_review,False,False,netral,hidangan yang disajikan lezat.,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,netral,hidangan yang disajikan lezat.,Bukti aspek sedikit lebih positif.,positif,hidangan yang disajikan lezat.,netral,hidangan yang disajikan lezat.,False
priority_model_disagreement,model_disagreement,Makanan,14152,positif,netral,0.7167,netral,possible_sentiment_label_review,sarapan,aspect evidence: sarapan; sentiment evidence: cukup,Traveloka,Hotel Santika Tasikmalaya,10/3/2018,kamar superior cukup besar untuk hunian tunggal seperti milik saya. dan anda harus mencoba kue soes saat sarapan.,kue soes saat sarapan,3,needs_manual_review,False,False,positif,kue soes saat sarapan,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,positif,kue soes saat sarapan,Aspek muncul tetapi tidak ada evaluasi positif/negatif yang kuat.,netral,kue soes saat sarapan,positif,kue soes saat sarapan,False
priority_model_disagreement,model_disagreement,Fasilitas,8101,negatif,positif,0.7101,positif,possible_sentiment_label_review,"kolam, kolam renang","aspect evidence: kolam, kolam renang; sentiment evidence: bagus, baik",Traveloka,Hotel Santika Bogor,2/6/2019,hotel bagus. pelayanan baik. kolam renang cukup untuk anak-anak saja.,kolam renang cukup untuk anak-anak saja,3,needs_manual_review,False,False,negatif,kolam renang cukup untuk anak-anak saja,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_label,negatif,kolam renang cukup untuk anak-anak saja,Aspek muncul tetapi tidak ada evaluasi positif/negatif yang kuat.,netral,kolam renang cukup untuk anak-anak saja,negatif,kolam renang cukup untuk anak-anak saja,False
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,5467,negatif,netral,0.994,needs_review,sentiment_conflict_needs_expert,kamar,"aspect evidence: kamar; mixed/weak sentiment: positive: bagus, bersih; negative: lambat, kotor",Tiket,Hotel Santika Bogor,4/1/2018,"kami menginap di kamar 616. saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel. lokasi hotel cukup bagus, memiliki akses langsung ke pusat perbelanjaan botany square. dan botanic.",saluran pembuangan shower lambat,4,needs_manual_review,False,False,negatif,saluran pembuangan shower lambat,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,clear_aspect_no_sufficient_evidence,none,,Aspek muncul tetapi tidak ada evaluasi positif/negatif yang kuat.,netral,,negatif,saluran pembuangan shower lambat,True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,9320,negatif,netral,0.9922,needs_review,sentiment_conflict_needs_expert,"kamar, gelap","aspect evidence: kamar, gelap; mixed/weak sentiment: positive: bagus, bersih, enak; negative: tidak, gak, ga ",Traveloka,Hotel Santika Cirebon,8/29/2018,"kamarnya bagus tapi agak gelap terutama di malam hari. meskipun hotel ini adalah hotel tua, tetapi mereka melakukan yang bagus untuk kamar, sangat bagus dan bersih. handuk bersih dan segar. tapi sayangnya kamar mandi membuat kamar mandi agak basah di sisi yang kering (sisi lemari) dan juga drainase wastafel agak lambat sehingga saluran pembuangan tidak cepat. dan juga saya kecewa karena sarapan, terakhir kali saya mengunjungi hotel ini tahun lalu dan makan sarapan, saya punya pengalaman hebat, karena makanannya begitu enak, tapi ketika saya mengunjungi restoran untuk sarapan saya, berbagai makanannya tidak banyak, dan rasanya di bawah harapan saya, terlalu buruk. tapi ada shuttle ke stasiun cirebon, dan itu gratis.",kamar mandi membuat kamar mandi agak basah di sisi yang kering dan drainase wastafel agak lambat,4,needs_manual_review,False,False,negatif,kamar mandi membuat kamar mandi agak basah di sisi yang kering dan drainase wastafel agak lambat,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_after_manual_review,negatif,kamar mandi membuat kamar mandi agak basah di sisi yang kering dan drainase wastafel agak lambat,Bukti aspek bersifat deskriptif/netral.,netral,kamar mandi membuat kamar mandi agak basah di sisi yang kering dan drainase wastafel agak lambat,negatif,kamar mandi membuat kamar mandi agak basah di sisi yang kering dan drainase wastafel agak lambat,False
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,3258,positif,netral,0.9902,needs_review,sentiment_conflict_needs_expert,"kolam, kolam renang, kamar mandi","aspect evidence: kolam, kolam renang, kamar mandi; mixed/weak sentiment: positive: nyaman, bersih, puas; negative: tidak, ga ",Agoda,Hotel Santika Tasikmalaya,8/4/2013,"saya sangat puas dengan akomodasinya. kamar tidurnya juga nyaman. kamar mandinya juga bersih. kolam renangnya tidak besar, tapi memiliki pesona. udaranya cerah, dan bintang-bintang di langit malam yang dilihat dari kolam renang sangat mengesankan.","kolam renangnya tidak besar, tapi memiliki pesona",4,needs_manual_review,False,False,positif,"kolam renangnya tidak besar, tapi memiliki pesona",Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,keep_current_after_manual_review,positif,"kolam renangnya tidak besar, tapi memiliki pesona",Bukti aspek condong positif.,positif,"kolam renangnya tidak besar, tapi memiliki pesona",positif,"kolam renangnya tidak besar, tapi memiliki pesona",False
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,1200,netral,negatif,0.974,needs_review,sentiment_conflict_needs_expert,"kamar, pemandangan","aspect evidence: kamar, pemandangan; mixed/weak sentiment: positive: bagus, baik; negative: tidak, kotor, kecil",Agoda,Hotel Santika Bogor,1/9/2012,"santika bogor bagus, kamarnya terlalu polos, tidak ada lukisan, tvnya terlalu kecil, aku tidak mendapat pemandangan dari kamarku, menurutku itu kamar yang terisolasi. sarapannya baik, orangnya baik tapi terlalu ramai jadi ketika saya minta piring, mereka memberi saya piring kotor dengan saus di dasar piring. tempat parkir sangat ramai, tidak ada ruang untuk tamu karena ini adalah tempat yang sama untuk mal.","terlalu kecil, aku tidak mendapat pemandangan dari kamarku, menurutku itu kamar yang",4,needs_manual_review,False,False,netral,"terlalu kecil, aku tidak mendapat pemandangan dari kamarku, menurutku itu kamar yang",Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,change_neutral_sentiment_after_manual_review,negatif,"santika bogor bagus, kamarnya terlalu polos, tidak ada lukisan, tvnya terlalu kecil, aku tidak mendapat pemandangan dari kamarku, menurutku itu kamar yang terisolasi.",Bukti aspek sedikit lebih negatif.,negatif,"santika bogor bagus, kamarnya terlalu polos, tidak ada lukisan, tvnya terlalu kecil, aku tidak mendapat pemandangan dari kamarku, menurutku itu kamar yang terisolasi.",netral,"terlalu kecil, aku tidak mendapat pemandangan dari kamarku, menurutku itu kamar yang",True
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,2080,netral,negatif,0.9675,needs_review,sentiment_conflict_needs_expert,"kamar, air conditioner, gelap, luas, dingin","aspect evidence: kamar, air conditioner, gelap, luas, dingin; mixed/weak sentiment: positive: baik, strategis, luas; negative: tidak, ga , bau",Agoda,Hotel Santika Cirebon,12/30/2022,"hotel tua yang menempati lahan luas dan lokasi yang strategis. seharusnya bisa mempertahankan ""keklasikan"" hotel santika yang sudah terkenal. sayangnya tidak bisa menjaga itu. sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor. semoga segera diperbaiki ya",hotel tua yang menempati lahan luas dan lokasi yang strategis.,4,needs_manual_review,False,False,netral,hotel tua yang menempati lahan luas dan lokasi yang strategis.,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,change_neutral_sentiment_after_manual_review,negatif,"sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor.",Bukti aspek condong negatif.,negatif,"sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor.",netral,hotel tua yang menempati lahan luas dan lokasi yang strategis.,True
priority_model_disagreement,model_high_confidence_disagreement,Harga,1630,netral,negatif,0.9617,needs_review,sentiment_conflict_needs_expert,"harga, bayar","aspect evidence: harga, bayar; mixed/weak sentiment: positive: baik, enak, memuaskan; negative: kurang, tidak, ga ",Agoda,Hotel Santika Bogor,9/22/2012,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1. breakfast menu: dikit sekali, dan rasanya kurang enak. saya pernah menginap di santika lainnya tidak seperti ini 2. kamar sempit dan kurang luas 3. kunci kamar tidak bisa mendapatkan 2 4. tidak ada tempat bermain untuk anak-anak secara keseluruhan kurang memuaskan","kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1.",4,needs_manual_review,False,False,netral,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1.",Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,change_neutral_sentiment_after_manual_review,positif,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1.",Bukti aspek sedikit lebih positif.,positif,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1.",netral,"kurang mengesankan, untuk harga yang di bayarkan tidak sesuai, hal yang perlu di perbaiki 1.",True
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,697,negatif,netral,0.9613,needs_review,sentiment_conflict_needs_expert,fasilitas,"aspect evidence: fasilitas; mixed/weak sentiment: positive: bagus, ramah; negative: tidak, gak, ga ",Agoda,Hotel Santika Bogor,1/10/2025,"lokasinya bagus karena bersebelahan dengan pusat perbelanjaan sehingga tidak perlu jauh-jauh. namun secara keseluruhan fasilitas terasa agak tua, mungkin karena hotelnya sudah tua. stafnya ramah, saya suka lokasinya, dan harganya. juga, ada pembangunan yang sedang berlangsung di sebelah, jadi saya tidur siang, tapi selain kebisingan, saya tidak punya keluhan.",secara keseluruhan fasilitas terasa agak tua,4,needs_manual_review,False,False,negatif,secara keseluruhan fasilitas terasa agak tua,Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,clear_aspect_no_sufficient_evidence,none,,Aspek muncul tetapi tidak ada evaluasi positif/negatif yang kuat.,netral,,negatif,secara keseluruhan fasilitas terasa agak tua,True
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,1635,netral,negatif,0.9545,needs_review,sentiment_conflict_needs_expert,"fasilitas, kamar mandi","aspect evidence: fasilitas, kamar mandi; mixed/weak sentiment: positive: nyaman, strategis, aman; negative: ga , minim",Agoda,Hotel Santika Bogor,8/26/2012,"terletak di lokasi yang strategis untuk perjalanan dari jakarta, dengan lokasi yang berdampingan dengan botani square menambah kenyamanan dalam liburan. tetapi, fasilitas amenities di kamar mandi sangat minim. cocok untuk tempat menginap keluarga yang melakukan perjalanan ke bogor hanya untuk sekedar jalan2.","tetapi, fasilitas amenities di kamar mandi sangat minim.",4,needs_manual_review,False,False,netral,"tetapi, fasilitas amenities di kamar mandi sangat minim.",Kasus ambigu/berisiko; disimpan untuk audit manual agar tidak mengubah label penelitian secara spekulatif.,change_sentiment_after_manual_review,negatif,"tetapi, fasilitas amenities di kamar mandi sangat minim.",Bukti aspek sedikit lebih negatif.,negatif,"tetapi, fasilitas amenities di kamar mandi sangat minim.",netral,"tetapi, fasilitas amenities di kamar mandi sangat minim.",True
