source,ID_Review,aspect,change_type,old_label,new_label,old_reason,new_reason,recommended_action,model_prediction,model_confidence,Text_Review
needs_manual_review_after_step_1_4,503,Pelayanan,change_neutral_sentiment_after_manual_review,netral,positif,pelayanan cukup ramah,"hotel lokasi strategis, pelayanan cukup ramah, namun ada beberapa yang menjadi catatan perbaikan: 1.",sentiment_conflict_needs_expert,positif,0.889,"hotel lokasi strategis, pelayanan cukup ramah, namun ada beberapa yang menjadi catatan perbaikan: 1. kondisi air conditioner panas 2. kebersihan perlu ditingkatkan"
needs_manual_review_after_step_1_4,10630,Pelayanan,clear_aspect_no_sufficient_evidence,positif,none,kalau untuk pelayanan dan fasilitas sih tidak usah ditanya santika hotel top deh,,sentiment_conflict_needs_expert,netral,0.8802,"sebulan sekali saya pasti menginap di hotel santika depok. saya memilih hotel ini selain karena kenyamanannya juga karena praktis. hotel santika depok terhubung langsung dengan di mal. situasi kota depok yang macet setiap kali weekend membuat saya harus mencari semua yang serba praktis, agar waktu tidak habis dijalan. kalau untuk pelayanan dan fasilitas sih tidak usah ditanya, santika hotel top deh"
needs_manual_review_after_step_1_4,12415,Kenyamanan,change_sentiment_after_manual_review,netral,positif,air conditioner kurang dingin,"karena sudah cukup malam kami malas komplain dan biarkan saja, syukurlah tambah malam tambah dingin, letak hotel di pusat kota, dekat dengan stasiun, lobby-nya di lantai 5 mega mal giant, pelayanan ramah, security ramah, makanan cukup lah variannya.",sentiment_conflict_needs_expert,negatif,0.8742,"hari pertama di hotel ini kesannya cukup enak. kebetulan karena type kamar yang kami pesan habis, kamar kami diupdgrade ke type deluxe. pertama kali masuk kamar memang berasa air conditioner kurang dingin (sesuai ulasan review dari orang-orang). karena sudah cukup malam kami malas komplain dan biarkan saja, syukurlah tambah malam tambah dingin, letak hotel di pusat kota, dekat dengan stasiun, lobby-nya di lantai 5 mega mal giant, pelayanan ramah, security ramah, makanan cukup lah variannya. butuh kebutuhan apa apa tinggal turun ada giant, atm dan lain-lain lengkap. dan akhirnya kita memutuskan extend lagi."
needs_manual_review_after_step_1_4,2038,Makanan,change_sentiment_after_manual_review,netral,positif,"restoran ini menawarkan hidangan dalam jumlah terbatas, tetapi sangat lezat dan harganya masuk akal.",sarapan sebagian besar adalah makanan indonesia.,sentiment_conflict_needs_expert,positif,0.8734,"hotel santika cukup kecil, namun tamannya indah. kolam renangnya besar dan rasanya seperti surga tropis. restoran ini menawarkan hidangan dalam jumlah terbatas, tetapi sangat lezat dan harganya masuk akal. sarapan sebagian besar adalah makanan indonesia. sebagai orang asing, kami tidak senang dengan pilihan terbatas di luar harga lokal, tetapi pilihan buahnya sangat bagus. seperti kebanyakan tempat di indonesia, stafnya ramah, ramah dan hangat. mereka sangat ingin membantu dan menyenangkan dan itu membuat kunjungan kami menyenangkan meskipun faktanya ciberon adalah kota kecil tanpa banyak atraksi. tidak ada restoran bagus atau tempat menarik untuk dikunjungi. kami masih mencoba mencari tahu bagaimana kami dibujuk untuk pergi ke sana! tapi kami menemukan bahwa kota ini memiliki batik yang luar biasa dan itu membuat perjalanan kami berharga. salah satu kelemahan utama mengunjungi kota kecil di indonesia adalah hampir tidak ada orang yang mengerti/berbicara bahasa inggris. meskipun kami memiliki buku ungkapan kecil, sulit untuk menggunakannya. namun, di hotel, semua staf berbicara bahasa inggris cukup untuk membuat kunjungan ini menyenangkan. saya akan merekomendasikan tempat ini hanya jika anda harus pergi ke cirebon dan hanya jika anda mencari beberapa hari untuk beristirahat."
needs_manual_review_after_step_1_4,5467,Pelayanan,clear_aspect_no_sufficient_evidence,negatif,none,saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel.,,sentiment_conflict_needs_expert,positif,0.8698,"kami menginap di kamar 616. saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel. lokasi hotel cukup bagus, memiliki akses langsung ke pusat perbelanjaan botany square. dan botanic. "
needs_manual_review_after_step_1_4,5488,Kenyamanan,change_neutral_sentiment_after_manual_review,netral,positif,hotel aga tua tapi tetep nyaman. di kamar berisik sekali bunyi mesin,"baik untuk frontliner, service dari team di resto, kamar lega dingin amenities baik, hotel aga tua tapi tetep nyaman overall hanya dari interior design ada mark atau kerusakan sedikit2 saja tapi tidak mempengaruhi kenyamanan.",sentiment_conflict_needs_expert,negatif,0.869,"baik untuk frontliner, service dari team di resto, kamar lega dingin amenities baik, hotel aga tua tapi tetep nyaman overall hanya dari interior design ada mark atau kerusakan sedikit2 saja tapi tidak mempengaruhi kenyamanan. cuma yang sangat kurang adalah saya menginap di kamar 305, kenyamanan saat tidur sangat kurang karena di kamar berisik sekali bunyi mesin gitu entah dari air conditioner atau apa didalam kamar dan membuat tidur tidak nyenyak dan itu terjadi di malam hari. sudah disampaikan ke frontliner tapi tidak ada tanggapan lebih lanjut hanya memastikan ""tapi dingin kan bu"". yaudah itu aja. "
needs_manual_review_after_step_1_4,2366,Fasilitas,change_neutral_sentiment_after_manual_review,netral,positif,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga nya terjangkau,sentiment_conflict_needs_expert,positif,0.869,hotel nya bersih dan nyaman serta kolam renang besar dan bersih dan kamar nya besar dan harga nya terjangkau
needs_manual_review_after_step_1_4,668,Fasilitas,change_sentiment_after_manual_review,netral,negatif,kekurangannya yaitu lobby kecil sehingga tempat duduk sedikit.,kekurangannya yaitu lobby kecil sehingga tempat duduk sedikit.,sentiment_conflict_needs_expert,negatif,0.867,"lokasi hotel yang strategis, dilalui taksi dan angkutan kota berbagai jurusan dan dikelilingi mal, pertokoan dan ""factory outlets"" serta dekat dengan berbagai sekolah dan perguruan tinggi. meskipun ukuran hotel tidak luas tapi cukup nyaman. kekurangannya yaitu lobby kecil sehingga tempat duduk sedikit. juga tidak tersedia ""hair dryer"" di kamar meskipun sebelumnya saya baca di internet bahwa di kamar tersedia hair dryer. yang membuat saya lebih senang adalah saat itu kamar saya di-upgrade ke tipe yang lebih tinggi meskipun tidak diminta."
needs_manual_review_after_step_1_4,836,Kebersihan,change_neutral_sentiment_after_manual_review,netral,positif,"kalau meja diluar ruangan sangat kotor, hingga mengingatkan mereka untuk membersihkan","tidak sadar kalau meja diluar ruangan sangat kotor, hingga mengingatkan mereka untuk membersihkan meja dan menjadikannya bersih dan rapi.",sentiment_conflict_needs_expert,negatif,0.8657,"lokasi bagus, dalam hal layanan staf, ini bagus dari tim fo dan dilakukan dengan baik. tapi untuk f b service pelayanannya buruk apalagi saat sarapan pagi ini tidak tersenyum dan terkesan tidak ramah. beberapa staf layanan f b tidak mengetahui beberapa item sarapan kosong dan hanya melihat sekeliling sampai saya membawakan item tersebut kepada mereka yang kosong. tidak sadar kalau meja diluar ruangan sangat kotor, hingga mengingatkan mereka untuk membersihkan meja dan menjadikannya bersih dan rapi. ayolah, anda orang yang suka menerima tamu tapi kenapa anda semua hanya melihat sekeliling dan tidak sadar dengan meja kerja anda. mohon manajemen hotel santika meninjau tim layanan f b dan menjadikannya layanan yang tulus. mungkin dalam waktu dekat pelayanan yang lebih baik terutama pada waktu sarapan."
needs_manual_review_after_step_1_4,1713,Lokasi,change_neutral_sentiment_after_manual_review,netral,positif,"lokasi sangat bagus, ada pusat perbelanjaan dan restoran di dekatnya.","lokasi sangat bagus, ada pusat perbelanjaan dan restoran di dekatnya.",sentiment_conflict_needs_expert,positif,0.8605,"ini adalah hotel yang cukup tua tapi terawat dengan baik. kamarnya bersih dan luas, stafnya sangat baik dan ramah. sarapannya bisa lebih baik, perlu ditingkatkan. lokasi sangat bagus, ada pusat perbelanjaan dan restoran di dekatnya."
needs_manual_review_after_step_1_4,6818,Fasilitas,change_sentiment_after_manual_review,netral,positif,kamar dan lift yang mulai termakan zaman.,kamar dan lift yang mulai termakan zaman.,sentiment_conflict_needs_expert,negatif,0.8605,kamar dan lift yang mulai termakan zaman. kurang nyaman
needs_manual_review_after_step_1_4,6158,Fasilitas,clear_aspect_no_sufficient_evidence,positif,none,"proses cek in mudah, fasilitas biasa saja.",,sentiment_conflict_needs_expert,netral,0.8589,"proses cek in mudah, fasilitas biasa saja."
needs_manual_review_after_step_1_4,1834,Pelayanan,change_neutral_sentiment_after_manual_review,netral,positif,lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah.",sentiment_conflict_needs_expert,positif,0.8511,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya."
needs_manual_review_after_step_1_4,4782,Fasilitas,change_neutral_sentiment_after_manual_review,netral,positif,"bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii","pengalaman yang memuaskan, kamar agak sempit sii hehehe, cuma bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii, dari pelayanan receptions nya yang ramah tamah.",sentiment_conflict_needs_expert,negatif,0.8439,"pengalaman yang memuaskan, kamar agak sempit sii hehehe, cuma bersih banget dan untuk saluran televisi nya banyak semutnya, tapi hampir semua baik sii, dari pelayanan receptions nya yang ramah tamah. okonya bagus"
needs_manual_review_after_step_1_4,7823,Makanan,clear_aspect_no_sufficient_evidence,negatif,none,untuk breakfast kurang variatif menunya,,sentiment_conflict_needs_expert,positif,0.8424,"review dikit menginap disana. pegawai ramah semua. check-in dan check-out cepat. kamar sama kaya di gambar. minta request jendela dengan view dikasih. complimentary kamar free. air conditioner dingin. water heater dan exhaush fan baik. malam hari saya minta tolong pihak dapur untuk hangat makanan dilayani dengan baik dan cepat, sedikit saran, tempat sampah dikamar dan dikamar mandi kalau bisa bukanya yang di tekan pake kaki, gang yang tutupnya bisa di copot gt soalnya jadi dimaenin anak yang belum paham kalau itu tempat sampah. terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang. agak repot ya. ini hotelnya tempel banget sama botani, karena covid, bayi gabisa masuk sana. tapi nyari makan banyak, bisa gojek dan enak-enak ko. parkiran juga gabung sama mal. buat yang menginap disana jangan lupa tiket parkirnya distempel sama pihak hotel biar free. untuk breakfast kurang variatif menunya, apalagi untuk rotinya, dikit banget. tidak ada roti tawar dan selai. overall baik ko. 8/10. terima kasih ya."
needs_manual_review_after_step_1_4,2327,Makanan,change_neutral_sentiment_after_manual_review,netral,positif,breakfast disediakan makanan khas cirebon.,"staf melayani dengan ramah, kamar langsung tersedia tanpa harus menunggu, kondisi kamar bersih, kolam renang untuk anak-anak juga memadai.",sentiment_conflict_needs_expert,positif,0.84,"staf melayani dengan ramah, kamar langsung tersedia tanpa harus menunggu, kondisi kamar bersih, kolam renang untuk anak-anak juga memadai. breakfast disediakan makanan khas cirebon. lokasi dekat dengan wisata kuliner empal gentong mang dharma."
needs_manual_review_after_step_1_4,7245,Makanan,change_neutral_sentiment_after_manual_review,netral,positif,"sarapan lumayan, namun tidak se-variatif hotel santika di kota lain","hotel dengan lokasi strategis, model bangunan dan kamar bentuk lama namun tetap nyaman, pelayanan cepat dan ramah, sarapan lumayan, namun tidak se-variatif hotel santika di kota lain.",sentiment_conflict_needs_expert,negatif,0.8341,"hotel dengan lokasi strategis, model bangunan dan kamar bentuk lama namun tetap nyaman, pelayanan cepat dan ramah, sarapan lumayan, namun tidak se-variatif hotel santika di kota lain."
needs_manual_review_after_step_1_4,1385,Fasilitas,change_neutral_sentiment_after_manual_review,netral,positif,"overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar","hotel bersih dan nyaman, overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar cari2 petugasnya dulu",sentiment_conflict_needs_expert,negatif,0.8325,"hotel bersih dan nyaman, overall baik banget, hanya parkir kendaraan yang kurang baik karena kalau keluar cari2 petugasnya dulu"
needs_manual_review_after_step_1_4,1906,Makanan,change_sentiment_after_manual_review,positif,negatif,variasi sarapan cukup baik tetapi kualitas makanannya biasa saja.,variasi sarapan cukup baik tetapi kualitas makanannya biasa saja.,sentiment_conflict_needs_expert,netral,0.8218,"check in cepat, padahal jam 4 sore kami masih harus menunggu sebentar agar kamar siap. stafnya cukup ramah. kamarnya agak ketinggalan jaman tapi cukup bersih. tapi tidak ada mandi air hangat. ini adalah air yang sangat panas atau dingin. variasi sarapan cukup baik tetapi kualitas makanannya biasa saja."
needs_manual_review_after_step_1_4,5800,Pelayanan,change_neutral_sentiment_after_manual_review,netral,negatif,"pelayan di restoran saat sarapan, kurang ramah | reseptionist dan satpamnya baik banget","ada colokan di samping westafel, tapi sayangnya hairdryernya tidak ada pelayan di restoran saat sarapan, kurang ramah, mukanya pada manyun, masih ngantuk kali yah.",sentiment_conflict_needs_expert,negatif,0.8183,"ada colokan di samping westafel, tapi sayangnya hairdryernya tidak ada pelayan di restoran saat sarapan, kurang ramah, mukanya pada manyun, masih ngantuk kali yah. reseptionist dan satpamnya baik banget, kamar bersih, cukup luas. "
needs_manual_review_after_step_1_4,168,Fasilitas,change_sentiment_after_manual_review,netral,positif,area parkir mobil di basement memiliki jalur yang luas namun tempat parkir terbatas,area parkir mobil di basement memiliki jalur yang luas namun tempat parkir terbatas.,sentiment_conflict_needs_expert,negatif,0.8142,lokasi bagus bagi yang ingin menjelajahi kota bandung. lokasi sangat dekat dengan hotel aryaduta (tepat di seberang pintu keluarnya). jalan depan hotel ada 2 arah (bukan 1 arah) sehingga memudahkan kita untuk mengakses hotel. hotel santika merupakan hotel tua namun masih terawat. kamarnya luas namun semua perabotannya harus direnovasi juga fasilitasnya. sarapan memiliki pilihan terbatas namun rasanya cukup enak. area parkir mobil di basement memiliki jalur yang luas namun tempat parkir terbatas.
needs_manual_review_after_step_1_4,897,Harga,change_neutral_sentiment_after_manual_review,netral,positif,lokasi terbaik dan harga terbaik di bogor.,lokasi terbaik dan harga terbaik di bogor.,sentiment_conflict_needs_expert,positif,0.8128,terima kasih hotel santika atas keramahtamahannya. anda berhasil mengakomodasi permintaan kami selama kami tinggal. lokasi terbaik dan harga terbaik di bogor. terima kasih lagi.
needs_manual_review_after_step_1_4,8040,Makanan,change_sentiment_after_manual_review,positif,negatif,varian untuk sarapan sedikit kurang rasanya cukup,"kamar yang cukup baik untuk tidak kecil, dan varian untuk sarapan sedikit kurang, rasanya cukup.",sentiment_conflict_needs_expert,netral,0.8085,"kamar yang cukup baik untuk tidak kecil, dan varian untuk sarapan sedikit kurang, rasanya cukup. kolam kecil yang tenang tapi stafnya sangat ramah secara keseluruhan hotel ini bagus dan membuat liburan saya hampir sempurna terima kasih santika bogor"
needs_manual_review_after_step_1_4,2287,Fasilitas,change_neutral_sentiment_after_manual_review,netral,positif,dapat dengan leluasa menikmati fasilitas hotel yang disediakan,"sangat menyenangkan dan terjaga privacy, sehingga kami dapat dengan leluasa menikmati fasilitas hotel yang disediakan.",sentiment_conflict_needs_expert,positif,0.8035,"sangat menyenangkan dan terjaga privacy, sehingga kami dapat dengan leluasa menikmati fasilitas hotel yang disediakan."
needs_manual_review_after_step_1_4,7190,Fasilitas,change_sentiment_after_manual_review,netral,positif,siaran televisi kabel banyak pilihan.,breakfast nya enak dan banyak macamnya.,sentiment_conflict_needs_expert,positif,0.8031,"hotel nya bagus meskipun bangunan lama, pegawainya ramah dan sopan. kamar bersih. siaran televisi kabel banyak pilihan. breakfast nya enak dan banyak macamnya. puas dan recommend menginap di santika bandung. thanks traveloka atas diskon nya. transaksi mudah dan cepat. traveloka memang pas untuk kita."
needs_manual_review_after_step_1_4,2860,Kenyamanan,change_neutral_sentiment_after_manual_review,netral,positif,kenyamanan tidur sangat memuaskan dengan bed yang sangat nyaman. yang cukup mengganggu adalah suhu air shower yang sangat tidak stabil,kenyamanan tidur sangat memuaskan dengan bed yang sangat nyaman dan 2 bantal yang nyaman di masing masing bed (twin).,sentiment_conflict_needs_expert,negatif,0.8009,"lokasi di mall dengan banyak pilihan restoran bahkan departemen store. air minum yang disediakan lebih banyak dari standar hotel lain, yaitu 4 botol dengan ukuran sedang. kenyamanan tidur sangat memuaskan dengan bed yang sangat nyaman dan 2 bantal yang nyaman di masing masing bed (twin). kondisi kamar sangat bersih dan fasilitas kamar mandi juga lengkap. yang cukup mengganggu adalah suhu air shower yang sangat tidak stabil, panas dingin bergantian. namun yang paling mengecewakan untuk kami adalah fasilitas wi-fi yang amat sangat lambat, bahkan tidak bisa kami gunakan sama sekali."
needs_manual_review_after_step_1_4,1940,Makanan,change_neutral_sentiment_after_manual_review,netral,positif,"ada ketel listrik untuk membuat teh atau kopi, beserta segala fasilitasnya.","tapi, kamarnya cukup besar, tempat tidurnya nyaman (menurut saya tempat tidurnya keras atau sedang), kamar mandinya bagus dan bersih.",sentiment_conflict_needs_expert,positif,0.7997,"santika cirebon, menurut saya hotelnya sudah tua, jadi ada tandanya di bangunan itu. tapi, kamarnya cukup besar, tempat tidurnya nyaman (menurut saya tempat tidurnya keras atau sedang), kamar mandinya bagus dan bersih. ada ketel listrik untuk membuat teh atau kopi, beserta segala fasilitasnya. kulkas mini, televisi kabel (sayangnya gambar kurang jelas tapi cukup bagus untuk baca berita). sarapannya juga beda-beda, walaupun kata ibuku rasanya biasa saja, tapi bagiku itu sudah cukup. anda bisa memilih mulai dari roti, sereal, bubur nasi, nasi goreng, nasi putih dan makanan indonesia lainnya. secara keseluruhan cukup menyenangkan menginap di hotel santika."
needs_manual_review_after_step_1_4,8040,Fasilitas,change_sentiment_after_manual_review,negatif,positif,kolam kecil,kolam kecil yang tenang tapi stafnya sangat ramah secara keseluruhan hotel ini bagus dan membuat liburan saya hampir sempurna terima kasih santika bogor,sentiment_conflict_needs_expert,netral,0.7956,"kamar yang cukup baik untuk tidak kecil, dan varian untuk sarapan sedikit kurang, rasanya cukup. kolam kecil yang tenang tapi stafnya sangat ramah secara keseluruhan hotel ini bagus dan membuat liburan saya hampir sempurna terima kasih santika bogor"
needs_manual_review_after_step_1_4,2346,Lokasi,change_neutral_sentiment_after_manual_review,netral,positif,lokasi hotel sangat bagus karena dekat sekali dengan,lokasi hotel sangat bagus karena dekat sekali dengan stasiun kereta api sehingga tidak takut terlambat.,sentiment_conflict_needs_expert,positif,0.7936,lokasi hotel sangat bagus karena dekat sekali dengan stasiun kereta api sehingga tidak takut terlambat. dan juga sangat dekat dengan pusat pertokoan.
needs_manual_review_after_step_1_4,5539,Fasilitas,change_sentiment_after_manual_review,netral,positif,kolam renang dengan pemandangan indah.,kolam renang dengan pemandangan indah.,sentiment_conflict_needs_expert,positif,0.7907,kebersihan terjaga maksimal. kolam renang dengan pemandangan indah. kolam renang dengan pemandangan indah.
needs_manual_review_after_step_1_4,5547,Pelayanan,change_neutral_sentiment_after_manual_review,netral,positif,kualitas pelayanan terbaik.,interior ramah keluarga.,sentiment_conflict_needs_expert,positif,0.7879,interior ramah keluarga. harga sangat terjangkau. kualitas pelayanan terbaik.
needs_manual_review_after_step_1_4,2080,Makanan,change_neutral_sentiment_after_manual_review,netral,negatif,"sarapan alakadarnya, lokasi seputar kolam tidak terawat","sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor.",sentiment_conflict_needs_expert,negatif,0.7668,"hotel tua yang menempati lahan luas dan lokasi yang strategis. seharusnya bisa mempertahankan ""keklasikan"" hotel santika yang sudah terkenal. sayangnya tidak bisa menjaga itu. sarapan alakadarnya, lokasi seputar kolam tidak terawat, air conditioner tidak dingin, kamar mandi bau, kunci hotel sudah jadul, balkoni depan jendela kotor banget, area deket lift d lobi gelap, terkesan kotor. semoga segera diperbaiki ya"
needs_manual_review_after_step_1_4,1491,Lokasi,change_neutral_sentiment_after_manual_review,netral,positif,"memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik","pertama sampai di hotel memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik.",sentiment_conflict_needs_expert,positif,0.7587,"pertama sampai di hotel memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik. untuk fasilitas kolam renang juga bagus. santika sangat terkenal dengan beragaman sarapanya yang pasti enak. untuk staf saya merasa kurang ramah. bagian fo, tempat sarapan, kolam renang, mungkin karena libur lebaran ramai tamu mereka kelelahan sehingga ya biasa saja, tapi untuk satpamnya sangat baik dan ramah."
needs_manual_review_after_step_1_4,6075,Pelayanan,change_neutral_sentiment_after_manual_review,netral,negatif,penerimaan sangat membantu dan sopan. layanan yang buruk (telur setengah matang yang tidak pernah datang),layanan yang buruk.,sentiment_conflict_needs_expert,negatif,0.7565,"penerimaan sangat membantu dan sopan sayangnya cuaca hangat dan tanpa air conditioner di area lobi. ruangan itu bersih tapi keran lama di wastafel dan shower membuatnya sulit untuk dioperasikan. menu sarapan prasmanan memang tidak sebanyak dua tahun lalu. disebutkan secara khusus ke stasiun telur, memesan telur setengah matang yang tidak pernah datang sampai kami selesai. layanan yang buruk."
needs_manual_review_after_step_1_4,5979,Fasilitas,clear_aspect_no_sufficient_evidence,positif,none,ada fasilitas peminjaman sepeda untuk berkeliling,,sentiment_conflict_needs_expert,netral,0.7531,"lokasi strategis ke mana2 dekat. petugas ramah semua, kamar bersih. terimakasih untuk semua kesan yang baik. ada fasilitas peminjaman seped untuk berkeliling, tapi saya tidak sempat menikmati karena padatnya acara."
needs_manual_review_after_step_1_4,10692,Pelayanan,change_neutral_sentiment_after_manual_review,netral,positif,overall pelayanannya bagus minta early check-in 12.30 baru ready jam 13.00,"overall pelayanannya bagus, minta early check-in 12.",sentiment_conflict_needs_expert,positif,0.7493,"overall pelayanannya bagus, minta early check-in 12. 30 baru ready jam 13. 00. semoga pelayanannya semakin bagus untuk selanjutnya."
needs_manual_review_after_step_1_4,5913,Harga,change_sentiment_after_manual_review,negatif,positif,"kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya","check in dilayani dengan cepat dan ramah, kondisi kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya cukup enak",sentiment_conflict_needs_expert,positif,0.7455,"check in dilayani dengan cepat dan ramah, kondisi kamar bersih, amenities lengkap, harga makanan hotel tidak terlalu mahal dan rasanya cukup enak"
needs_manual_review_after_step_1_4,12,Makanan,clear_aspect_no_sufficient_evidence,positif,none,2 kotak sarapan sudah siap diambil jam setengah 6 pagi sesuai permintaan,,sentiment_conflict_needs_expert,netral,0.7343,"datang hampir jam 10 malam, hotel terlihat sepi tapi begitu turun mobil ada 1 doorman yang langsung menyambut dan membukakan pintu hotel. di lobby 1 concierge standby dan sat set mencari kamar yang kita booking dan melayani permintaan breakfast on the go. besoknya 2 kotak sarapan sudah siap diambil jam setengah 6 pagi sesuai permintaan. terimakasih santika."
needs_manual_review_after_step_1_4,6452,Fasilitas,change_sentiment_after_manual_review,negatif,positif,sedikit kolam renang plus fasilitas ramah anak,"sebagai saran mungkin sedikit kolam renang plus fasilitas ramah anak, seperti slide kecil atau tempat bermain akan menjadi lebih baik.",sentiment_conflict_needs_expert,netral,0.7274,"hotel tua dengan perawatan yang baik sehingga hotel terlihat masih bagus dan terpelihara dengan baik, dekat dengan masjid tentara dan beberapa pusat perbelanjaan. sarapan varian yang berlimpah dan lezat, kamar bersih dan nyaman. sebagai saran mungkin sedikit kolam renang plus fasilitas ramah anak, seperti slide kecil atau tempat bermain akan menjadi lebih baik."
needs_manual_review_after_step_1_4,3609,Makanan,change_sentiment_after_manual_review,netral,positif,makanan khas lokal yang menyenangkan.,makanan khas lokal yang menyenangkan.,sentiment_conflict_needs_expert,positif,0.7271,makanan khas lokal yang menyenangkan.
needs_manual_review_after_step_1_4,10570,Kenyamanan,clear_aspect_no_sufficient_evidence,positif,none,pemandangan gunung yang indah dari jendela saya,,sentiment_conflict_needs_expert,netral,0.7151,pemandangan gunung yang indah dari jendela saya. sarapan yang luar biasa. lokasi yang bagus. harga yang pantas
needs_manual_review_after_step_1_4,7131,Pelayanan,change_neutral_sentiment_after_manual_review,netral,positif,"pelayanan bagus, namun pelayanan dari pegawai restoran untuk breakfast kurang tanggap","bermalam di hotel santika bandung, , pegawai nya ramah-ramah, , pelayanan bagus, , bersih banget, , saya menginap bersama anak dan istri saya, , pada saat check-in kamar dengan tempat tidur ukuran king telah terisi semua kamarnya, , namun oleh pihak hotel di usahakan bagaimana caranya agar kami sekeluarga mendapatkan k",sentiment_conflict_needs_expert,negatif,0.7092,"bermalam di hotel santika bandung, , pegawai nya ramah-ramah, , pelayanan bagus, , bersih banget, , saya menginap bersama anak dan istri saya, , pada saat check-in kamar dengan tempat tidur ukuran king telah terisi semua kamarnya, , namun oleh pihak hotel di usahakan bagaimana caranya agar kami sekeluarga mendapatkan kamar dengan tempat tidur ukuran king, , mengenai breakfast/sarapan pagi menunya banyak sekali namun sayang pelayanan dari pegawai restoran untuk breakfast/sarapan pagi kurang tanggap dan sigap, , karena setelah kami selesai menyantap makanan alat makan yang telah kami gunakan tidak secepatnya diambil oleh para pegawai serta penyediaan kopi dan teh oleh pelayan tidak cepat. terima kasih traveloka, , harga kamarnya murah banget dari pada harga publish dari pihak hotel."
needs_manual_review_after_step_1_4,4989,Pelayanan,apply_missing_label_from_manual_review,none,positif,,"semuanya baik, dari fasilitas dan layanannya juga sangat memuaskan.",possible_missing_label,positif,0.7977,"semuanya baik, dari fasilitas dan layanannya juga sangat memuaskan."
needs_manual_review_after_step_1_4,8952,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"untuk kamar bersih, untuk sarapan the best, banyak pilihan.",possible_missing_label,positif,0.7953,"menginap satu malam di hotel santika cirebon sangat menyenangkan. untuk kamar bersih, untuk sarapan the best, banyak pilihan."
needs_manual_review_after_step_1_4,7176,Lokasi,apply_missing_label_from_manual_review,none,positif,,"pelayanannya baik dan hotelnya nyaman, dekat dengan mana saja",possible_missing_label,positif,0.7926,"pelayanannya baik dan hotelnya nyaman, dekat dengan mana saja"
needs_manual_review_after_step_1_4,7728,Fasilitas,apply_missing_label_from_manual_review,none,positif,,"kamar bersih, kolam renang bersih, makanan lumayan enak, protokol covid, pelayanan cukup baik, staf ramah dan membantu, hanya minta handuk tambahan agak lama, cukup menyenangkan.",possible_missing_label,negatif,0.7906,"kamar bersih, kolam renang bersih, makanan lumayan enak, protokol covid, pelayanan cukup baik, staf ramah dan membantu, hanya minta handuk tambahan agak lama, cukup menyenangkan."
needs_manual_review_after_step_1_4,7989,Kenyamanan,apply_missing_label_from_manual_review,none,positif,,"air conditioner dan water heater berfungsi dengan baik, tapi tidak ada hair dryer.",possible_missing_label,positif,0.7881,"tempat sangat strategis, parkinya mudah, check-in cepat. pelayanan sangat ramah, handuk sprei dan bersih. air conditioner dan water heater berfungsi dengan baik, tapi tidak ada hair dryer."
needs_manual_review_after_step_1_4,4135,Fasilitas,apply_missing_label_from_manual_review,none,negatif,,"hotelnya sudah tua, gatau karna penuh atau gimana dapet kamar yang sudah lama tidak dipake kayanya sampe water heaternya harus minta dinyalain dulu ke teknisinya, dan bau lembab banget, sarapan buat sekelas santika kurang banget",possible_missing_label,negatif,0.7834,"hotelnya sudah tua, gatau karna penuh atau gimana dapet kamar yang sudah lama tidak dipake kayanya sampe water heaternya harus minta dinyalain dulu ke teknisinya, dan bau lembab banget, sarapan buat sekelas santika kurang banget"
