aspect,error_type,confidence,ID_Review,Platform,Nama_Hotel,Review_Date,review_word_len,Text_Review,true_label_source,pred_label_source,alasan_aspect
Pelayanan,negatif -> none,0.9228,14542,Traveloka,Hotel Santika Tasikmalaya,8/17/2016,12,tisu toilet dan wajah jaringan tidak tersedia pada malam kedua saya tinggal.,negatif,none,tisu toilet dan wajah jaringan tidak tersedia
Pelayanan,none -> positif,0.8997,9497,Traveloka,Hotel Santika Cirebon,7/26/2017,18,"bagus ruangan, layanan besar, bagus, besar dan bersih kolam renang. kami berenang di malam hari dan itu bagus",none,positif,
Pelayanan,negatif -> positif,0.8976,12637,Traveloka,Hotel Santika Mega City Bekasi,1/2/2019,123,"saya pesan superior king, karena sesuatu hal di free upgrade ke deluxe king. kamar tidak ada kulkas, lemari, bath tub. baru dapat fasilitas tsb sprtinya di kelas premier. wi-fi tidak bisa digunakan. kartu akses hnya bisa diberikan 1 dan ini menyulitkan, terutama karena berpergian bersama anak2. agak sulit menghubungi fo, beberapa kali telpon tidak diangkat. banyak hal yang tidak sesuai dengan buku hotel information. balkon yang jdi nilai tambah kamar deluxe, ternyata dikunci, dan kunci tidak bisa ditinggal di kamar. yang jadi nilai tambah adalah karyawannya ramah, akses yang mudah ke mall mega city, dan menu breakfastnya benar2 kualitas santika: enak dan amat bervariasi. kamarnya juga luas, semua fasilitas lain sprti ac- tv- bathroom shower-electric pot, berfungsi baik. ada kolam renang dan gym.",negatif,positif,karyawannya ramah
Pelayanan,none -> positif,0.8962,1819,Agoda,Hotel Santika Cirebon,5/12/2024,38,"semua pelayan sangat ramah, kamar nyaman dan bersih, menu makan pagi ckup bervariasi dan enak. akses ke hotel cukup mudah dan bukan di jalur macet. dan yang sangat menarik adalah pagi pagi mobil di cuci dari pihak hotel.",none,positif,
Pelayanan,none -> positif,0.8953,6158,Traveloka,Hotel Santika Bandung,10/27/2021,7,"proses cek in mudah, fasilitas biasa saja.",none,positif,
Pelayanan,netral -> positif,0.889,503,Agoda,Hotel Santika Bandung,2/1/2023,22,"hotel lokasi strategis, pelayanan cukup ramah, namun ada beberapa yang menjadi catatan perbaikan: 1. kondisi air conditioner panas 2. kebersihan perlu ditingkatkan",netral,positif,pelayanan cukup ramah
Pelayanan,none -> positif,0.8839,7506,Traveloka,Hotel Santika Bogor,11/22/2023,8,hotel dan layanan yang bagus. lokasi agak membingungkan.,none,positif,
Pelayanan,positif -> netral,0.8802,10630,Traveloka,Hotel Santika Depok,11/21/2018,61,"sebulan sekali saya pasti menginap di hotel santika depok. saya memilih hotel ini selain karena kenyamanannya juga karena praktis. hotel santika depok terhubung langsung dengan di mal. situasi kota depok yang macet setiap kali weekend membuat saya harus mencari semua yang serba praktis, agar waktu tidak habis dijalan. kalau untuk pelayanan dan fasilitas sih tidak usah ditanya, santika hotel top deh",positif,netral,kalau untuk pelayanan dan fasilitas sih tidak usah ditanya santika hotel top deh
Pelayanan,positif -> negatif,0.8774,12832,Traveloka,Hotel Santika Mega City Bekasi,8/29/2018,98,"kamarnya kecil, makanannya biasa saja, nasggor tidak ada rasanya, restaurant jam 9 sudah tutup, saran saja sih karena mal sudah mulai tutup jam segitu, restaurant tutupnya jam 24. 00 saja, kasihan yang tiba-tiba laper tengah malam, keluar hotel pun susah. karena jadi 1 sama mal, jalan ke parkiran jauh, ngelewatin toko-toko yang sudah tutup plus gelap, seharusnya ada lift khusus sih. terus parkiran tidak dipakai sampai check-out, setiap kalau mau keluar harus minta stempel, kalau tidak distempel bayar layaknya lagi ke mal. ac-nya bocor hari pertama, kencang banget. ampun deh hehhe tapi pelayanannya bagus, tidak bising, bersih juga.",positif,negatif,pelayanannya bagus
Pelayanan,none -> positif,0.8719,2558,Agoda,Hotel Santika Depok,11/13/2020,18,"hotelnya bagus seperti kamarnya luas, lokasi strategis dekat dengan mall, tempat parkir dan rapi, proses check-in cukup cepat.",none,positif,
Pelayanan,negatif -> positif,0.8698,5467,Tiket,Hotel Santika Bogor,4/1/2018,30,"kami menginap di kamar 616. saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel. lokasi hotel cukup bagus, memiliki akses langsung ke pusat perbelanjaan botany square. dan botanic. ",negatif,positif,saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel.
Pelayanan,none -> positif,0.8645,4709,Tiket,Hotel Santika Mega City Bekasi,6/2/2021,14,"sesuai ekspetasi, sesuai request bersih, dapat masker juga dan protokolnya jalan sesuai prokess yaa.",none,positif,
Pelayanan,negatif -> netral,0.8594,3113,Agoda,Hotel Santika Tasikmalaya,12/10/2015,185,"pertama kali anda menginjakkan kaki di hotel ini, kesan pertama anda pastilah hotel yang indah dengan staf ramah yang menyambut saat anda menginjakkan kaki di lobi. tapi saya punya pengalaman yang tidak menyenangkan di awal bulan desember ini ketika saya tinggal di sana bersama keluarga saya. kami meminta 2 kamar dan tempat tidur tambahan untuk setiap kamar. suami saya menelepon hotel dari jakarta dan dengan ramah meminta staf untuk segera memasang tempat tidur tambahan untuk setiap kamar (staf hotel sudah menyebutkan nomor kamar kami). dalam perjalanan ke hotel, suami saya menelepon lagi untuk memastikan bahwa kamar masih tersedia dan juga mengingatkan staf untuk memasang tempat tidur tambahan karena kami sangat terlambat check-in. staf hotel menjawab bahwa mereka akan melakukannya. namun kurang lebih 4 jam kemudian karena kelelahan akibat perjalanan dari jakarta, kami sampai di hotel, dan kami terus menunggu lebih dari setengah jam karena mereka belum memasang extra bed. kami sangat kecewa dengan kejadian ini. kami berharap wisatawan lain tidak mengalami hal yang sama, dan kami berharap santika hotel dapat meningkatkan kualitas pelayanannya karena kami mendengar bahwa ini adalah hotel dengan rating terbaik di tasikmalaya.",negatif,netral,kami terus menunggu lebih dari setengah jam karena mereka belum memasang extra bed
Pelayanan,none -> positif,0.8538,2293,Agoda,Hotel Santika Cirebon,10/19/2014,13,"cek in dan cek out cepat dan mudah, kamar pun luas dan bersih",none,positif,
Pelayanan,positif -> none,0.8532,11544,Traveloka,Hotel Santika Depok,12/23/2015,21,"seperti jaringan hotel santika di daerah lain. ramah dan menyenangkan, menu makanan tradisionalnya bagus, hanya sayang sinyal di kamar kurang bagus",positif,none,ramah dan menyenangkan
Pelayanan,netral -> positif,0.8511,1834,Agoda,Hotel Santika Cirebon,2/7/2024,51,"menginap semalam, kamarnya sangat bersih, stafnya cepat tanggap dan sangat ramah. fasilitasnya lengkap dan anda juga bisa meminta fasilitas lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda. sarapannya enak tapi tidak ada yang luar biasa tentang sarapan. tampilan hotelnya mungkin agak tua tapi secara keseluruhan sepadan dengan harganya.",netral,positif,lain seperti pengering rambut dan staf akan mengirimkannya ke kamar anda
Pelayanan,none -> positif,0.8511,2386,Agoda,Hotel Santika Cirebon,12/30/2010,33,"tempat bersih, kamar tidak terlalu besar, tapi baik lah. penerimaan sangat ramah. parkir juga luas kolam renang kelihatan dari tempat menginap, dan kelihatannya bersih dan nyaman, sayang kami tidak sempat menikmati kolam renang.",none,positif,
Pelayanan,positif -> negatif,0.8446,1064,Agoda,Hotel Santika Bogor,11/5/2014,19,satu malam menginap layanan grup tidak baik! harus menyelesaikannya sebelum kedatangan kamar jika belum siap. kapasitas liftnya tidak baik,positif,negatif,satu malam menginap layanan grup tidak baik!
Pelayanan,positif -> none,0.8369,13615,Traveloka,Hotel Santika Mega City Bekasi,10/12/2016,5,nyaman dan bersih. keamanan terjaga.,positif,none,keamanan terjaga
Pelayanan,positif -> none,0.8301,4378,Tiket,Hotel Santika Mega City Bekasi,12/4/2024,6,keren abiss ramaah juga dan bersih,positif,none,ramaah juga
Pelayanan,negatif -> none,0.8269,11167,Traveloka,Hotel Santika Depok,12/21/2016,16,sangat berkesan dengan hotel santika. hanya perlu di informasikan akses masuk hotel jika mall sudah tutup.,negatif,none,hanya perlu di informasikan akses masuk hotel jika mall sudah tutup
Pelayanan,netral -> positif,0.8221,3549,Tiket,Hotel Santika Bandung,5/9/2026,16,santika yang sangat luar biasa selalu merupakan pilihan yang baik untuk menginap! layanan pramutamu yang informatif.,netral,positif,layanan pramutamu yang informatif.
Pelayanan,netral -> negatif,0.8183,5800,Tiket,Hotel Santika Depok,4/5/2019,33,"ada colokan di samping westafel, tapi sayangnya hairdryernya tidak ada pelayan di restoran saat sarapan, kurang ramah, mukanya pada manyun, masih ngantuk kali yah. reseptionist dan satpamnya baik banget, kamar bersih, cukup luas. ",netral,negatif,"pelayan di restoran saat sarapan, kurang ramah | reseptionist dan satpamnya baik banget"
Pelayanan,negatif -> none,0.8165,5119,Tiket,Hotel Santika Mega City Bekasi,7/20/2024,30,"pesan via ota, pilih kamar deluxe single bed dikasih yang twin bed, dan smoking room. akses susah jika solo travel yang harus melalui lift didalam mall yang kalau malam tutup",negatif,none,"pesan via ota, pilih kamar deluxe single bed dikasih yang twin bed, dan smoking room"
Pelayanan,positif -> none,0.8158,14728,Traveloka,Hotel Santika Tasikmalaya,4/22/2015,20,"saya tidak dapat non smoking room, selama menginap tersiksa dengan bau rokok, walau hotel sudah sangat membantu dengan memberikan ionisasi.",positif,none,hotel sudah sangat membantu dengan memberikan ionisasi
Pelayanan,none -> negatif,0.8095,1650,Agoda,Hotel Santika Bogor,4/26/2012,88,"kami check ini terlambat, dateng jam setengah dua belas malam, tanpa basa-basi dan birokrasi yang panjang, kami langsung dapet kunci kamar. kami pilih kamar dengan bed twin walopun serasa sempit bahkan untuk 1 orang, interior kamar yang minimalis modern enak dipandang dan view gunung dan kota bogor. pagi hari kami sarapan, dengan menu yang beraneka macam dan enak2. sedikit kendala, kami tidak diberi tahu kalau mobil keluar masuk hotel, apakah kami bisa dapet voucher parkir, akhirnya keluar masuk hotel kami bayar parkir lagi selama dua hari, lumayan lah.",none,negatif,
Pelayanan,netral -> positif,0.8064,2024,Agoda,Hotel Santika Cirebon,6/26/2012,16,staf frendly ketika kami tiba. lokasi bagus ke tempat kuliner terkenal. sarapan enak dengan sentuhan lokal.,netral,positif,staf frendly ketika kami tiba.
Pelayanan,positif -> netral,0.8012,14419,Traveloka,Hotel Santika Tasikmalaya,4/12/2017,5,"layanan keluar dan kenyamanan, keunggulan",positif,netral,layanan keunggulan
Pelayanan,positif -> none,0.8006,8085,Traveloka,Hotel Santika Bogor,3/13/2019,11,"cemilan di kala sore, santika tau how to treat their customers",positif,none,santika tau how to treat their customers
Pelayanan,none -> positif,0.7977,4989,Tiket,Hotel Santika Mega City Bekasi,2/7/2022,9,"semuanya baik, dari fasilitas dan layanannya juga sangat memuaskan.",none,positif,
Pelayanan,negatif -> netral,0.7937,10297,Traveloka,Hotel Santika Depok,1/6/2021,86,"saya bepergian dengan anak-anak jadi saya mencari hotel. di area dengan kolam renang. hasil pencarian menunjukkan akomodasi ini memiliki kolam renang. itulah alasan saya memilihnya. ketika saya mulai check-in, resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. saya kesal dan anak-anak kecewa. staf dengan tegas mengatakan, ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi, yang saya anggap sebagai kebohongan sederhana dan saran yang berani bahwa saya tidak cukup berhati-hati dalam proses pemesanan saya, yang sama sekali tidak benar dan sangat mengganggu untuk didengar.",negatif,netral,resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. staf dengan tegas mengatakan ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi yang saya anggap sebagai kebohongan sederhana
Pelayanan,positif -> none,0.7882,562,Agoda,Hotel Santika Bandung,1/29/2016,19,"hotel dekat dengan pasat perbelanjaan, tempat makan. mobil di parkiran di cuci dengan gratis. variasi makanan harus di tambah.",positif,none,mobil di parkiran di cuci dengan gratis
Pelayanan,netral -> positif,0.7879,5547,Tiket,Hotel Santika Cirebon,4/25/2024,9,interior ramah keluarga. harga sangat terjangkau. kualitas pelayanan terbaik.,netral,positif,kualitas pelayanan terbaik.
Pelayanan,none -> positif,0.7786,11311,Traveloka,Hotel Santika Depok,6/15/2016,22,lokasinya strategis untuk wilayah depok dekat ke pusat perbelanjaan dan ke pusat bisnis. kamar nyaman dan bersih. terima kasih for bagus services,none,positif,
Pelayanan,positif -> netral,0.7664,8901,Traveloka,Hotel Santika Cirebon,5/21/2025,50,"hotel santika memang pilihan tepat sebagai akomodasi saat melakukan perjalanan dinas. lokasinya yang berada di tengah kota membuat perjalanan dari hotel ke lokasi tujuan sangat mudah dicapai, lebih lanjut ada pelayanan tambahan karena setiap pagi dicuci secara cuma-cuma sehingga mobil kami tetap bersih sehingga terlihat professional saat sampai di kantor.",positif,netral,ada pelayanan tambahan karena setiap pagi dicuci secara cuma-cuma sehingga mobil kami tetap bersih
Pelayanan,netral -> negatif,0.7565,6075,Traveloka,Hotel Santika Bandung,4/26/2023,58,"penerimaan sangat membantu dan sopan sayangnya cuaca hangat dan tanpa air conditioner di area lobi. ruangan itu bersih tapi keran lama di wastafel dan shower membuatnya sulit untuk dioperasikan. menu sarapan prasmanan memang tidak sebanyak dua tahun lalu. disebutkan secara khusus ke stasiun telur, memesan telur setengah matang yang tidak pernah datang sampai kami selesai. layanan yang buruk.",netral,negatif,penerimaan sangat membantu dan sopan. layanan yang buruk (telur setengah matang yang tidak pernah datang)
Pelayanan,netral -> positif,0.7522,1316,Agoda,Hotel Santika Bogor,4/22/2026,11,"dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up",netral,positif,"dekat dengan mall, pelayanan oke, dan fasilitas mantap, keep it up"
Kebersihan,none -> negatif,0.9768,5618,Tiket,Hotel Santika Cirebon,12/1/2021,15,pengharum ruangan? bau linen sangat menyengat sehingga saya tidak bisa tidur. ada lubang di handuk.,none,negatif,
Kebersihan,none -> negatif,0.9405,8943,Traveloka,Hotel Santika Cirebon,7/31/2024,23,"staf ramah, cuma kenapa mobil saya aja yang tidak dicuci. resto untuk sarapan crowded dan pelayannya tidak sigap. banyak sekali piring kotor didiamkan.",none,negatif,
Kebersihan,netral -> negatif,0.9174,105,Agoda,Hotel Santika Bandung,8/19/2024,41,"hotel yang termasuk sudah legendaris ini terletak di pusat kota, mall hanya tinggal melangkah kesebrang, staf yang ramah, kebersihan cukup baik, hanya sedikit yang perlu diperhatikan yaitu mengganti seprai tidur yang nampak sudah tua dan ada noda yang tidak dapat dibersihkan.",netral,negatif,"kebersihan cukup baik, hanya sedikit yang perlu diperhatikan yaitu mengganti seprai tidur yang nampak sudah tua dan ada noda"
Kebersihan,none -> positif,0.8918,8901,Traveloka,Hotel Santika Cirebon,5/21/2025,50,"hotel santika memang pilihan tepat sebagai akomodasi saat melakukan perjalanan dinas. lokasinya yang berada di tengah kota membuat perjalanan dari hotel ke lokasi tujuan sangat mudah dicapai, lebih lanjut ada pelayanan tambahan karena setiap pagi dicuci secara cuma-cuma sehingga mobil kami tetap bersih sehingga terlihat professional saat sampai di kantor.",none,positif,
Kebersihan,none -> positif,0.888,5539,Tiket,Hotel Santika Cirebon,9/9/2024,13,kebersihan terjaga maksimal. kolam renang dengan pemandangan indah. kolam renang dengan pemandangan indah.,none,positif,
Kebersihan,none -> negatif,0.8662,8861,Traveloka,Hotel Santika Cirebon,4/1/2026,32,air conditioner mati dan penghisap udara kamar mandi mati. bayangkan suasana kamarnya dan baunya? bau kotoran semerbak masuk kamar tidur anak kami. tidak ada tindakan apa-apa sesudah kami mengadu ke pihak hotel.,none,negatif,
Kebersihan,netral -> negatif,0.8657,836,Agoda,Hotel Santika Bogor,8/11/2024,123,"lokasi bagus, dalam hal layanan staf, ini bagus dari tim fo dan dilakukan dengan baik. tapi untuk f b service pelayanannya buruk apalagi saat sarapan pagi ini tidak tersenyum dan terkesan tidak ramah. beberapa staf layanan f b tidak mengetahui beberapa item sarapan kosong dan hanya melihat sekeliling sampai saya membawakan item tersebut kepada mereka yang kosong. tidak sadar kalau meja diluar ruangan sangat kotor, hingga mengingatkan mereka untuk membersihkan meja dan menjadikannya bersih dan rapi. ayolah, anda orang yang suka menerima tamu tapi kenapa anda semua hanya melihat sekeliling dan tidak sadar dengan meja kerja anda. mohon manajemen hotel santika meninjau tim layanan f b dan menjadikannya layanan yang tulus. mungkin dalam waktu dekat pelayanan yang lebih baik terutama pada waktu sarapan.",netral,negatif,"kalau meja diluar ruangan sangat kotor, hingga mengingatkan mereka untuk membersihkan"
Kebersihan,none -> positif,0.8645,2222,Agoda,Hotel Santika Cirebon,1/3/2018,26,"makan pagi ok, sdh siap dari pagi kamar sblm jam 12 sudah siap mbl dicuci, good suasana dan kebersihan secara keseluruhan baik lingkungan sekitar hotel berisik",none,positif,
Kebersihan,none -> positif,0.8582,4228,Tiket,Hotel Santika Mega City Bekasi,12/29/2025,5,kebersihan terjaga. layanan luar biasa.,none,positif,
Kebersihan,none -> positif,0.8552,616,Agoda,Hotel Santika Bandung,1/2/2014,8,"hotel yang bagus dalam servis, kebersihan dan kenyamanan",none,positif,
Kebersihan,netral -> negatif,0.855,3979,Tiket,Hotel Santika Bandung,2/21/2024,18,"hotel lama toilet sudah direnovasi, breakfast lumayan minusnya sprei dan handuk sudah agak lusuh, sangat kurang colokan listrik.",netral,negatif,hotel lama toilet sudah direnovasi. sprei dan handuk sudah agak lusuh
Kebersihan,none -> negatif,0.8447,13245,Traveloka,Hotel Santika Mega City Bekasi,8/23/2017,13,"recommended banget, makanan nya baik! cuma 1 kekurangannya tidak ada keset di kamar.",none,negatif,
Kebersihan,none -> positif,0.8437,2468,Agoda,Hotel Santika Depok,3/29/2026,8,kenyamanan untuk keluarga dan kebersihan juga tempatnya strategis,none,positif,
Kebersihan,none -> positif,0.826,12145,Traveloka,Hotel Santika Mega City Bekasi,6/2/2021,33,"puas banget sama pelayanan, kebersihan dan fasilitasnya. cuma pas di kamar saya air conditioner nya kurang dingin padahal temperatur sudah paling kecil. overall baik kok tapi! bakal staycation ke sini lagi next time.",none,positif,
Kebersihan,none -> negatif,0.8216,5207,Tiket,Hotel Santika Mega City Bekasi,3/14/2021,32,tirainya berdebu dan tidak ada shower head hanya pipa air. air conditioner membutuhkan waktu yang cukup lama untuk mendinginkan ruangan. tempat tidur king sebenarnya adalah dua tempat tidur twin yang diletakkan berdekatan.,none,negatif,
Kebersihan,none -> positif,0.8078,2429,Agoda,Hotel Santika Depok,10/8/2024,17,"lokasi sangat bagus dekat pusat perbelanjaan, kebersihan luar biasa dengan staf yang ramah, makanan sederhana namun lezat",none,positif,
Kebersihan,none -> negatif,0.804,1988,Agoda,Hotel Santika Cirebon,8/23/2013,85,"ini bukan pertama kalinya saya menginap di hotel ini, dan saya juga telah menginap di beberapa santika. namun, saya harus mengatakan ini adalah saat terburuk yang pernah saya alami di santika cirebon dimana saya menemukan kamar saya penuh dengan nyamuk berdarah dan rambut di lantai. mereka sepertinya tidak memperhatikan kebersihan kamar dan kehilangan perhatian pada detail. lain kali saya mengunjungi cirebon, saya mungkin tidak akan memilih hotel ini lagi karena ada hotel bintang 4 baru (yang luar biasa) lebih murah daripada santika cirebon bintang 3.",none,negatif,
Kebersihan,positif -> none,0.79,12832,Traveloka,Hotel Santika Mega City Bekasi,8/29/2018,98,"kamarnya kecil, makanannya biasa saja, nasggor tidak ada rasanya, restaurant jam 9 sudah tutup, saran saja sih karena mal sudah mulai tutup jam segitu, restaurant tutupnya jam 24. 00 saja, kasihan yang tiba-tiba laper tengah malam, keluar hotel pun susah. karena jadi 1 sama mal, jalan ke parkiran jauh, ngelewatin toko-toko yang sudah tutup plus gelap, seharusnya ada lift khusus sih. terus parkiran tidak dipakai sampai check-out, setiap kalau mau keluar harus minta stempel, kalau tidak distempel bayar layaknya lagi ke mal. ac-nya bocor hari pertama, kencang banget. ampun deh hehhe tapi pelayanannya bagus, tidak bising, bersih juga.",positif,none,bersih juga
Kebersihan,negatif -> none,0.7819,13249,Traveloka,Hotel Santika Mega City Bekasi,8/16/2017,15,"tempatnya kurang nyaman, dekat dengan mall tapi mallnya banyak tutup. terus kamar mandinya airnya menggenang.",negatif,none,kamar mandinya airnya menggenang
Kebersihan,none -> negatif,0.7783,7823,Traveloka,Hotel Santika Bogor,12/30/2020,164,"review dikit menginap disana. pegawai ramah semua. check-in dan check-out cepat. kamar sama kaya di gambar. minta request jendela dengan view dikasih. complimentary kamar free. air conditioner dingin. water heater dan exhaush fan baik. malam hari saya minta tolong pihak dapur untuk hangat makanan dilayani dengan baik dan cepat, sedikit saran, tempat sampah dikamar dan dikamar mandi kalau bisa bukanya yang di tekan pake kaki, gang yang tutupnya bisa di copot gt soalnya jadi dimaenin anak yang belum paham kalau itu tempat sampah. terus untuk kamar mandinya tidak ada sabun cair untuk cuci tangan, dikasihnya malah yang batang. agak repot ya. ini hotelnya tempel banget sama botani, karena covid, bayi gabisa masuk sana. tapi nyari makan banyak, bisa gojek dan enak-enak ko. parkiran juga gabung sama mal. buat yang menginap disana jangan lupa tiket parkirnya distempel sama pihak hotel biar free. untuk breakfast kurang variatif menunya, apalagi untuk rotinya, dikit banget. tidak ada roti tawar dan selai. overall baik ko. 8/10. terima kasih ya.",none,negatif,
Kebersihan,positif -> none,0.7591,12253,Traveloka,Hotel Santika Mega City Bekasi,2/19/2020,13,"kamar berisp, air conditioner dingin, kamar mandi bersi, makanan cukup lengkap dan esak.",positif,none,kamar bersih kamar mandi bersih
Kebersihan,positif -> negatif,0.7584,1808,Agoda,Hotel Santika Cirebon,9/11/2024,13,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih.",positif,negatif,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih."
Kebersihan,none -> negatif,0.7538,5041,Tiket,Hotel Santika Mega City Bekasi,7/3/2020,9,"secara keseluruhan baik, tetap tingkatkan pelayanan prima dan kebersihan",none,negatif,
Kebersihan,none -> negatif,0.7041,5467,Tiket,Hotel Santika Bogor,4/1/2018,30,"kami menginap di kamar 616. saluran pembuangan shower lambat meskipun kotoran/rambut sudah dibersihkan oleh staf hotel. lokasi hotel cukup bagus, memiliki akses langsung ke pusat perbelanjaan botany square. dan botanic. ",none,negatif,
Kebersihan,none -> negatif,0.7021,3366,Agoda,Hotel Santika Tasikmalaya,7/6/2020,4,ketersedian tissue sangat sedikit,none,negatif,
Kebersihan,netral -> none,0.6968,4517,Tiket,Hotel Santika Mega City Bekasi,5/24/2024,7,lumayan betsih kamarnya walaupun agak sempit kecil,netral,none,lumayan betsih kamarnya walaupun agak sempit kecil
Kebersihan,positif -> none,0.6891,3590,Tiket,Hotel Santika Bandung,11/13/2025,14,kamar yang luas. resepsionis profesional dan asli. lokasi strategis. membersihkan. tempat parkir yang luas.,positif,none,membersihkan
Kebersihan,positif -> negatif,0.6801,14703,Traveloka,Hotel Santika Tasikmalaya,7/22/2015,18,"superb! kamarnya bersih, kasurnya nyaman, pelayanan sangat baik, breakfastnya enak, tapi diluar kamar sedikit berdebu mungkin karena renovasi.",positif,negatif,kamarnya bersih
Kebersihan,none -> positif,0.6671,10821,Traveloka,Hotel Santika Depok,2/7/2018,87,"bagus sih hotelnya, sarapannya juga enak. kebersihan baik lumayan lah ya, but ada sedikit saja yang tidak sesuai maybe this is my fals aku kak pesan deluxe, kebayang dong pasti lumayan bagus, tapi ya karena aku dapat smoking room jadi pengap pisan, dan juga biasanya ada snack di kamar kalau deluxe tapi gatau sih kalau di hs ini, tergantung hotel and then di kamar mandi tempat shower or bath itu pake gorden putih bukan pintu kaca so deluxe serasa superior, gpp pelayanan primanya sangat baik luar biasa.",none,positif,
Kebersihan,none -> positif,0.6652,11065,Traveloka,Hotel Santika Depok,3/22/2017,21,"tempatnya yang strategis, pelayanannya bersih dan ramah. cuma ada yang perlu diperhatikan kamar tidur terutama kamar mandi kurang tercium bau wangi.",none,positif,
Kebersihan,none -> negatif,0.6487,1910,Agoda,Hotel Santika Cirebon,8/6/2018,40,yang terbaik dari hotel ini adalah staf dan sarapannya. juga sangat disarankan untuk makan malam di taman dengan permainan musik lokal yang lembut untuk sebuah band tetapi membawa lotion nyamuk dalam jumlah besar. kamarnya besar dan bagus tetapi perlu pemeliharaan.,none,negatif,
Kebersihan,negatif -> none,0.638,12728,Traveloka,Hotel Santika Mega City Bekasi,11/14/2018,11,air conditioner dikamar kurang dingin dan ada hewannya di dalam kamar.,negatif,none,ada hewannya di dalam kamar
Kebersihan,none -> negatif,0.6087,9136,Traveloka,Hotel Santika Cirebon,3/17/2021,56,"pelayanan yang cukup baik di masa pandemi. mobil di cuci semua dari pihak hotel. makanan yang enak, kolam juga baik, anak-anak senang. walau ada kendala sedikit di kamar mandi, air menggenang dan yang orang ngebersihin kamar kurang jeli ngebersihin kotorandi meja dan lantai. terima kasih hotel santika sudah meng-upgrade kamar kami ke executive. very well services.",none,negatif,
Kebersihan,positif -> netral,0.6047,1855,Agoda,Hotel Santika Cirebon,1/7/2023,60,"hotel ini telah berdiri cukup lama sehingga anda akan menemukan banyak perabotan dan penataan kuno. tapi jangan khawatir, kamar hotel sudah direnovasi dan bersih. karena ini adalah hotel yang cukup tua, beberapa bagiannya sudah tua dan cukup menakutkan. toilet tamu di lantai pertama, gym/pusat kebugaran. akan lebih baik jika direnovasi. tapi secara keseluruhan, dengan harganya, pengalaman menginap ini sangat menyenangkan.",positif,netral,"tapi jangan khawatir, kamar hotel sudah direnovasi dan bersih."
Kebersihan,negatif -> netral,0.6018,3074,Agoda,Hotel Santika Tasikmalaya,11/7/2019,9,"kamar, staf, sarapan enak. toilet harus ditingkatkan menjadi bersih.",negatif,netral,toilet harus ditingkatkan menjadi bersih
Kebersihan,none -> positif,0.5886,1491,Agoda,Hotel Santika Bogor,9/2/2019,64,"pertama sampai di hotel memiliki kesan yang luar biasa, lokasi yang baik dekat dengan mal kebersihan cukup baik. untuk fasilitas kolam renang juga bagus. santika sangat terkenal dengan beragaman sarapanya yang pasti enak. untuk staf saya merasa kurang ramah. bagian fo, tempat sarapan, kolam renang, mungkin karena libur lebaran ramai tamu mereka kelelahan sehingga ya biasa saja, tapi untuk satpamnya sangat baik dan ramah.",none,positif,
Kebersihan,netral -> none,0.5786,5147,Tiket,Hotel Santika Mega City Bekasi,10/1/2021,30,"tidak sesuai ekspektasi. hairdryer tidak langsung tersedia di dalam kamar (harus request terlebih dahulu). tidak ada sabun tangan, sikat gigi hanya tersedia untuk 1 orang, tisue toilet hanya tersedia. selengkapnya",netral,none,"tidak ada sabun tangan, sikat gigi hanya tersedia untuk 1 orang, tisue toilet hanya tersedia."
Kebersihan,none -> positif,0.5539,5506,Tiket,Hotel Santika Cirebon,4/14/2025,12,kebersihan yang sangat baik. fasilitas terlengkap terbaik. pemandangan kolam renang yang spektakuler.,none,positif,
Kebersihan,positif -> none,0.5424,13277,Traveloka,Hotel Santika Mega City Bekasi,7/26/2017,23,"remote kamar 625 tidak cocok. kamar sudah dibersihkan tapi air minum belum ada, setelah diminta baru di antar. secara umum, baik dan nyaman.",positif,none,kamar sudah dibersihkan
Kebersihan,none -> negatif,0.5303,10169,Traveloka,Hotel Santika Depok,12/7/2022,25,breakfast nya enak semua. untuk kamar deluxe kenapa tidak ada cantelan untuk handuk di kamar mandi ya? untuk lainnya baik semua. pelayanannya baik banget. ramah,none,negatif,
Harga,none -> negatif,0.9683,10647,Traveloka,Hotel Santika Depok,10/31/2018,58,"hotel cukup strategis karena satu kawasan dengan mal, turun lift jalan dikit langsung masuk mall depok, fasilitas kamar cukup baik, view lumayan dari lantai 26 hahaha tetapi ukuran kamar agak sempit agak untuk sholat pas-pasan, air mineral banyak, variasi makanan banyak, rasa lumayan enak, parkir lumayan mahal untuk satu hari check in kemudian check out biaya parkir 40rb.",none,negatif,
