source,issue,aspect,ID_Review,current_label,model_prediction,model_confidence,suggested_label,recommended_action,aspect_evidence,sentiment_evidence,Platform,Nama_Hotel,Review_Date,Text_Review,current_reason,action_rank
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,7915,none,positif,0.8125,positif,likely_missing_label,kamar,"aspect evidence: kamar; sentiment evidence: strategis, dekat",Traveloka,Hotel Santika Bogor,2/19/2020,"lokasi sangat strategis dengan botani square, dekat dengan tol dan pusat kota. design kamar yang segar serta sarapan pagi cukup menggugah selera.",,1
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,7652,none,positif,0.8123,positif,likely_missing_label,kamar,"aspect evidence: kamar; sentiment evidence: baik, bersih, dekat",Traveloka,Hotel Santika Bogor,6/15/2022,"menyenangkan. kamar bersih, sarapan baik, dekat dengan mall.",,1
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,1650,none,negatif,0.8095,negatif,likely_missing_label,check in,"aspect evidence: check in; mixed/weak sentiment: positive: enak; negative: tidak, lambat, sempit",Agoda,Hotel Santika Bogor,4/26/2012,"kami check ini terlambat, dateng jam setengah dua belas malam, tanpa basa-basi dan birokrasi yang panjang, kami langsung dapet kunci kamar. kami pilih kamar dengan bed twin walopun serasa sempit bahkan untuk 1 orang, interior kamar yang minimalis modern enak dipandang dan view gunung dan kota bogor. pagi hari kami sarapan, dengan menu yang beraneka macam dan enak2. sedikit kendala, kami tidak diberi tahu kalau mobil keluar masuk hotel, apakah kami bisa dapet voucher parkir, akhirnya keluar masuk hotel kami bayar parkir lagi selama dua hari, lumayan lah.",,1
priority_model_disagreement,model_high_confidence_disagreement,Kebersihan,2429,none,positif,0.8078,positif,likely_missing_label,"bersih, kebersihan","aspect evidence: bersih, kebersihan; sentiment evidence: bagus, ramah, bersih, lezat, dekat",Agoda,Hotel Santika Depok,10/8/2024,"lokasi sangat bagus dekat pusat perbelanjaan, kebersihan luar biasa dengan staf yang ramah, makanan sederhana namun lezat",,1
priority_model_disagreement,model_high_confidence_disagreement,Lokasi,7989,none,positif,0.8076,positif,likely_missing_label,strategis,"aspect evidence: strategis; mixed/weak sentiment: positive: baik, ramah, bersih; negative: tidak, tidak ada",Traveloka,Hotel Santika Bogor,9/4/2019,"tempat sangat strategis, parkinya mudah, check-in cepat. pelayanan sangat ramah, handuk sprei dan bersih. air conditioner dan water heater berfungsi dengan baik, tapi tidak ada hair dryer.",,1
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,3585,none,positif,0.8049,positif,likely_missing_label,nyaman,"aspect evidence: nyaman; sentiment evidence: bagus, nyaman, bersih, top, aman",Tiket,Hotel Santika Bandung,12/6/2025,"bagus, bersih, nyaman. top pokoknya",,1
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,697,none,negatif,0.8047,negatif,likely_missing_label,tidur,"aspect evidence: tidur; mixed/weak sentiment: positive: bagus, ramah; negative: tidak, gak, ga ",Agoda,Hotel Santika Bogor,1/10/2025,"lokasinya bagus karena bersebelahan dengan pusat perbelanjaan sehingga tidak perlu jauh-jauh. namun secara keseluruhan fasilitas terasa agak tua, mungkin karena hotelnya sudah tua. stafnya ramah, saya suka lokasinya, dan harganya. juga, ada pembangunan yang sedang berlangsung di sebelah, jadi saya tidur siang, tapi selain kebisingan, saya tidak punya keluhan.",,1
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,3073,none,positif,0.8043,positif,likely_missing_label,kamar,"aspect evidence: kamar; mixed/weak sentiment: positive: bagus; negative: tidak, ga , kecil",Agoda,Hotel Santika Tasikmalaya,12/23/2019,"saya memesan kamar ini untuk keluarga kecil saya. saya suka suasana hotel. saya tidak bisa mengulas kolam renang karena saya baru check-in di tengah malam (check-in sangat larut). tapi, saya suka sarapan di sini karena mereka menyajikan tutut dan cilok goang. sangat unik! tempatnya sangat bagus di tengah kota. jika nanti berkunjung ke tasikmalaya, saya akan menginap disini lagi.",,1
priority_model_disagreement,model_high_confidence_disagreement,Kebersihan,1988,none,negatif,0.804,negatif,likely_missing_label,"bersih, kebersihan","aspect evidence: bersih, kebersihan; mixed/weak sentiment: positive: bersih, murah; negative: tidak, ga , buruk",Agoda,Hotel Santika Cirebon,8/23/2013,"ini bukan pertama kalinya saya menginap di hotel ini, dan saya juga telah menginap di beberapa santika. namun, saya harus mengatakan ini adalah saat terburuk yang pernah saya alami di santika cirebon dimana saya menemukan kamar saya penuh dengan nyamuk berdarah dan rambut di lantai. mereka sepertinya tidak memperhatikan kebersihan kamar dan kehilangan perhatian pada detail. lain kali saya mengunjungi cirebon, saya mungkin tidak akan memilih hotel ini lagi karena ada hotel bintang 4 baru (yang luar biasa) lebih murah daripada santika cirebon bintang 3.",,1
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,12269,none,negatif,0.8026,negatif,likely_missing_label,kamar,"aspect evidence: kamar; mixed/weak sentiment: positive: baik, cukup baik; negative: mampet",Traveloka,Hotel Santika Mega City Bekasi,1/29/2020,pelayanan cukup baik hanya wastafel kamar mandinya mampet.,,1
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,8380,none,negatif,0.8016,negatif,likely_missing_label,parkir,"aspect evidence: parkir; mixed/weak sentiment: positive: mudah, aman; negative: kurang, tidak, buruk",Traveloka,Hotel Santika Bogor,9/27/2017,"komunikasi dan informasi kepada konsumen sangat buruk. kami pesan 4 kamar, 1 kamar tersedia tepat waktu (sebelum jam 14. 00), 2 kamar selanjutnya setelah jam 14. 00, dan 1 kamar terakhir baru kami dapat jam 16. 05. khusus kamar terakhir, kami mendapatkannya setelah beradu argumen dengan nada tinggi. di informasikan di jam 16. 00 bahwa kamar terakhir yang seharusnya kami dapatkan sebenernya sudah siap, namun belum bisa ditempati, namun informasi tersebut setelah kami protes dengan nada tinggi. harusnya di informasikan sejak awal. pada hari yang sama kurang lebih sekitar 4 konsumen mengalami hal yang sama. pintu/area masuk dan keluar parkir hotel sama dengan mall. ketika keluar di hari berikutnya, ternyata seharusnya kami mendapatkan stampel di kertas parkir dari pihak hotel, namun hal tersebut baru kami ketahui setelah kami berada di pintu/area/gerbang parkir keluar, alhasil kami kena biaya parkir sampai 98ribu. harusnya tanpa diminta sebelum kami keluar hotel, dan pada saat mengangkut barang di lobby, pihak security atau receptionist memberikan atau menanyakan terkait kertas parkir. point tersebut memang tidak akan menghalangi niat kami untuk menginap kembali. tapi mudah-mudahan tulisan ini bisa menjadikan pengalaman bagi semuanya agar hal tersebut tidak terjadi.",,1
label_reason_mismatch,alasan_ada_tapi_label_none,Kenyamanan,12627,none,,,positif,likely_missing_label_from_reason,nyaman,"aspect evidence: nyaman; sentiment evidence: bagus, nyaman, bersih, aman",Traveloka,Hotel Santika Mega City Bekasi,1/2/2019,"pelayanannya bagus, hotelnya bersih, kolam renangnya nyaman.",kolam renangnya nyaman,1
label_reason_mismatch,alasan_ada_tapi_label_none,Kenyamanan,13770,none,,,negatif,likely_missing_label_from_reason,"kamar, room","aspect evidence: kamar, room, bau rokok; sentiment evidence: bau",Traveloka,Hotel Santika Tasikmalaya,10/11/2023,"senang staycation di hotel santika, sudah langganan kalau lagi ke tasikmalaya, cuma pesan kamar yang non smoking di kasih smoking room.",kamar bau rokok,1
label_reason_mismatch,label_ada_tapi_alasan_kosong,Lokasi,12790,negatif,,,negatif,add_missing_reason_keep_label,"akses, mal","aspect evidence: akses, mal; mixed/weak sentiment: positive: baik, ramah, nyaman; negative: tidak, gak, susah",Traveloka,Hotel Santika Mega City Bekasi,10/3/2018,"proses administrasi tidak susah, pukul 14. 00 check-in menerima kunci masuk kamar, kamar nyaman dan aman, karyawannya ramah-ramah dan responsif, sarapan pagi enak, hanya sayangnya akses lift ke hotel gabung dengan pengunjung mal jadi kalau mau naik turun lift agak lama. sisanya baik.",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Kenyamanan,13799,positif,,,positif,add_missing_reason_keep_label,"kamar, room","aspect evidence: kamar, room; mixed/weak sentiment: positive: bersih; negative: biasa saja",Traveloka,Hotel Santika Tasikmalaya,7/13/2022,"kamar bersih, kebetulan pesan room untuk hari birthday anak free slice cake. sarapan rasa biasa saja, varian banyak. kamar mandi bersih.",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Kenyamanan,13855,positif,,,positif,add_missing_reason_keep_label,kamar,"aspect evidence: kamar; mixed/weak sentiment: positive: baik, bersih, strategis; negative: ga ",Traveloka,Hotel Santika Tasikmalaya,5/26/2021,"lokasi strategis, deket ke beberapa lokasi kuliner jd ongkir gofood/grabfood nya lebih murah. kamar juga baik, bersih.",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Kenyamanan,13940,negatif,,,negatif,add_missing_reason_keep_label,room,aspect evidence: room; mixed/weak sentiment: positive: baik; negative: kurang,Traveloka,Hotel Santika Tasikmalaya,1/8/2020,"the room was baik, handuk kurang putih, breakfast just normal and receptionist harusnya bisa lebih banyak kasih info alternatif.",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Kenyamanan,14193,negatif,,,negatif,add_missing_reason_keep_label,"kamar, room","aspect evidence: kamar, room; mixed/weak sentiment: positive: baik, bersih; negative: gak, bau",Traveloka,Hotel Santika Tasikmalaya,7/4/2018,"pros: lokasi jalan banyak makanan, breakfast baik, kamar roomy dan bersih. con: koridor lantai 5 kalau malam agak bau.",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Kenyamanan,14199,positif,,,positif,add_missing_reason_keep_label,kamar,"aspect evidence: kamar; sentiment evidence: baik, bersih, lezat, dekat",Traveloka,Hotel Santika Tasikmalaya,6/27/2018,"makanan lezat, layanan yang baik, kamarnya cukup bersih, dan hotel ini dekat dengan pusat kota.",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Kenyamanan,14697,positif,,,positif,add_missing_reason_keep_label,kamar,"aspect evidence: kamar; mixed/weak sentiment: positive: bersih, memuaskan; negative: ga ",Traveloka,Hotel Santika Tasikmalaya,7/29/2015,"hotel santika tasikmalaya, kami sekeluarga memuaskan, pelayanan kamar, security, makanan, kebersihan dan lokasi dalam kota.",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Pelayanan,13059,positif,,,positif,add_missing_reason_keep_label,"pelayanan, layanan","aspect evidence: pelayanan, layanan; sentiment evidence: baik",Traveloka,Hotel Santika Mega City Bekasi,1/3/2018,pelayanan dan fasilitasnya baik banget.,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Pelayanan,13196,positif,,,positif,add_missing_reason_keep_label,layanan,aspect evidence: layanan; sentiment evidence: baik,Traveloka,Hotel Santika Mega City Bekasi,9/20/2017,fasilitas dan layanan yang baik,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Pelayanan,13225,positif,,,positif,add_missing_reason_keep_label,"pelayanan, layanan","aspect evidence: pelayanan, layanan; mixed/weak sentiment: positive: murah; negative: tidak, ga ",Traveloka,Hotel Santika Mega City Bekasi,8/30/2017,harga murah tapi pelayanan tidak murahan,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Pelayanan,13434,positif,,,positif,add_missing_reason_keep_label,"pelayanan, layanan","aspect evidence: pelayanan, layanan; mixed/weak sentiment: positive: baik; negative: ga ",Traveloka,Hotel Santika Mega City Bekasi,3/22/2017,pelayanannya baik fasilitas hotelnya juga mantab,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Pelayanan,13455,positif,,,positif,add_missing_reason_keep_label,"pelayanan, layanan","aspect evidence: pelayanan, layanan; sentiment evidence: bagus, baik",Traveloka,Hotel Santika Mega City Bekasi,3/15/2017,fasilitas bagus. pelayanan baik.,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Pelayanan,13469,positif,,,positif,add_missing_reason_keep_label,"pelayanan, layanan, ramah","aspect evidence: pelayanan, layanan, ramah; sentiment evidence: ramah, enak",Traveloka,Hotel Santika Mega City Bekasi,3/1/2017,"pelayanan yang ramah, makanannya enak",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Pelayanan,13659,positif,,,positif,add_missing_reason_keep_label,"pelayanan, layanan, ramah","aspect evidence: pelayanan, layanan, ramah; sentiment evidence: ramah",Traveloka,Hotel Santika Tasikmalaya,12/31/2025,pelayanannya sangat ramah namun untuk variasi sarapan perlu ditambahkan lagi,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Pelayanan,13664,positif,,,positif,add_missing_reason_keep_label,"pelayanan, layanan, ramah","aspect evidence: pelayanan, layanan, ramah; sentiment evidence: ramah",Traveloka,Hotel Santika Tasikmalaya,11/12/2025,semua fasilitas mantul pelayanan ramah,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Pelayanan,13728,positif,,,positif,add_missing_reason_keep_label,"staf, ramah","aspect evidence: staf, ramah; sentiment evidence: ramah",Traveloka,Hotel Santika Tasikmalaya,12/18/2024,"hotel terfavorit, makanan banyak variasi, staf ramah",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Pelayanan,13901,positif,,,positif,add_missing_reason_keep_label,"pelayanan, layanan","aspect evidence: pelayanan, layanan; sentiment evidence: lengkap, memuaskan",Traveloka,Hotel Santika Tasikmalaya,9/16/2020,fasilitas lengkap pelayanan memuaskan.,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Pelayanan,14364,positif,,,positif,add_missing_reason_keep_label,"pelayanan, layanan","aspect evidence: pelayanan, layanan; sentiment evidence: memuaskan",Traveloka,Hotel Santika Tasikmalaya,7/12/2017,pelayanan dan fasilitas cukup memuaskan,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Makanan,12296,netral,,,netral,add_missing_reason_keep_label,"makanan, makan","aspect evidence: makanan, makan; mixed/weak sentiment: positive: bersih; negative: tidak, kotor",Traveloka,Hotel Santika Mega City Bekasi,1/1/2020,"makanan lumayan, kamar bersih, tapi spreinya keliatan tidak diganti ada kotor walopun sedikit.",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Makanan,13266,negatif,,,negatif,add_missing_reason_keep_label,sarapan,aspect evidence: sarapan; mixed/weak sentiment: ,Traveloka,Hotel Santika Mega City Bekasi,8/2/2017,"sarapan pagi harus nambah bayar lagi padahal yang sarapan hanya 1 dewasa dan 4 anak dibawah usia 12 tahun, harapannya supaya sarapan anak gratis.",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Makanan,13469,positif,,,positif,add_missing_reason_keep_label,"makanan, makan, enak","aspect evidence: makanan, makan, enak; sentiment evidence: ramah, enak",Traveloka,Hotel Santika Mega City Bekasi,3/1/2017,"pelayanan yang ramah, makanannya enak",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Makanan,13487,positif,,,positif,add_missing_reason_keep_label,sarapan,"aspect evidence: sarapan; mixed/weak sentiment: positive: baik, ramah; negative: ga ",Traveloka,Hotel Santika Mega City Bekasi,2/22/2017,sarapan sangat baik dibandingkan dengan harga dan ramah dengan anak-anak di bawah 6,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Makanan,13659,negatif,,,negatif,add_missing_reason_keep_label,"sarapan, variasi","aspect evidence: sarapan, variasi; sentiment evidence: ramah",Traveloka,Hotel Santika Tasikmalaya,12/31/2025,pelayanannya sangat ramah namun untuk variasi sarapan perlu ditambahkan lagi,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Makanan,13728,positif,,,positif,add_missing_reason_keep_label,"makanan, makan, variasi","aspect evidence: makanan, makan, variasi; sentiment evidence: ramah",Traveloka,Hotel Santika Tasikmalaya,12/18/2024,"hotel terfavorit, makanan banyak variasi, staf ramah",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Makanan,13803,negatif,,,negatif,add_missing_reason_keep_label,sarapan,aspect evidence: sarapan; mixed/weak sentiment: positive: bersih; negative: kurang,Traveloka,Hotel Santika Tasikmalaya,6/8/2022,"kamar kurang bersih, sarapan pagi menemukan rambut.",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Makanan,14455,positif,,,positif,add_missing_reason_keep_label,sarapan,aspect evidence: sarapan; mixed/weak sentiment: positive: baik; negative: ga ,Traveloka,Hotel Santika Tasikmalaya,2/22/2017,baik dengan harga yang ditawarkan juga mendapatkan sarapan pagi yang diantar ke kamar.,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Makanan,14465,negatif,,,negatif,add_missing_reason_keep_label,breakfast,"aspect evidence: breakfast; mixed/weak sentiment: positive: memuaskan; negative: tidak, ga , tidak sesuai",Traveloka,Hotel Santika Tasikmalaya,2/8/2017,overall memuaskan cuma ada sedikit kekecewaan saat booking dengan harga yang ditawarkan mendapat fasilitas breakfast sepertinya tidak sesuai.,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Makanan,14530,negatif,,,negatif,add_missing_reason_keep_label,"makanan, makan, enak","aspect evidence: makanan, makan, enak; mixed/weak sentiment: positive: enak; negative: tidak, ga ",Traveloka,Hotel Santika Tasikmalaya,9/28/2016,"makanan tidak enak, harga terlalu tinggi.",,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Fasilitas,13059,positif,,,positif,add_missing_reason_keep_label,fasilitas,aspect evidence: fasilitas; sentiment evidence: baik,Traveloka,Hotel Santika Mega City Bekasi,1/3/2018,pelayanan dan fasilitasnya baik banget.,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Fasilitas,13196,positif,,,positif,add_missing_reason_keep_label,fasilitas,aspect evidence: fasilitas; sentiment evidence: baik,Traveloka,Hotel Santika Mega City Bekasi,9/20/2017,fasilitas dan layanan yang baik,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Fasilitas,13434,positif,,,positif,add_missing_reason_keep_label,fasilitas,aspect evidence: fasilitas; mixed/weak sentiment: positive: baik; negative: ga ,Traveloka,Hotel Santika Mega City Bekasi,3/22/2017,pelayanannya baik fasilitas hotelnya juga mantab,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Fasilitas,13455,positif,,,positif,add_missing_reason_keep_label,fasilitas,"aspect evidence: fasilitas; sentiment evidence: bagus, baik",Traveloka,Hotel Santika Mega City Bekasi,3/15/2017,fasilitas bagus. pelayanan baik.,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Fasilitas,13664,positif,,,positif,add_missing_reason_keep_label,fasilitas,aspect evidence: fasilitas; sentiment evidence: ramah,Traveloka,Hotel Santika Tasikmalaya,11/12/2025,semua fasilitas mantul pelayanan ramah,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Fasilitas,13901,positif,,,positif,add_missing_reason_keep_label,fasilitas,"aspect evidence: fasilitas; sentiment evidence: lengkap, memuaskan",Traveloka,Hotel Santika Tasikmalaya,9/16/2020,fasilitas lengkap pelayanan memuaskan.,,2
label_reason_mismatch,label_ada_tapi_alasan_kosong,Fasilitas,14364,positif,,,positif,add_missing_reason_keep_label,fasilitas,aspect evidence: fasilitas; sentiment evidence: memuaskan,Traveloka,Hotel Santika Tasikmalaya,7/12/2017,pelayanan dan fasilitas cukup memuaskan,,2
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,4172,netral,negatif,0.9673,negatif,possible_sentiment_label_review,kamar,"aspect evidence: kamar; sentiment evidence: bau, lama",Tiket,Hotel Santika Bandung,4/25/2023,burik kata anak saya. proses cek ini sangat lama. kamar mandi bau. lift membuat pusing.,,3
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,10297,negatif,netral,0.958,negatif,possible_sentiment_label_review,"kolam, kolam renang","aspect evidence: kolam, kolam renang; sentiment evidence: tidak, lama",Traveloka,Hotel Santika Depok,1/6/2021,"saya bepergian dengan anak-anak jadi saya mencari hotel. di area dengan kolam renang. hasil pencarian menunjukkan akomodasi ini memiliki kolam renang. itulah alasan saya memilihnya. ketika saya mulai check-in, resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. saya kesal dan anak-anak kecewa. staf dengan tegas mengatakan, ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi, yang saya anggap sebagai kebohongan sederhana dan saran yang berani bahwa saya tidak cukup berhati-hati dalam proses pemesanan saya, yang sama sekali tidak benar dan sangat mengganggu untuk didengar.",,3
priority_model_disagreement,model_high_confidence_disagreement,Makanan,6582,negatif,netral,0.9566,negatif,possible_sentiment_label_review,"makanan, makan","aspect evidence: makanan, makan; sentiment evidence: tidak, biasa saja",Traveloka,Hotel Santika Bandung,8/23/2017,"makanannya biasa saja, tidak seperti makanan hotel",,3
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,5498,positif,netral,0.9513,positif,possible_sentiment_label_review,parkir,"aspect evidence: parkir; sentiment evidence: ramah, nyaman, terang, aman",Tiket,Hotel Santika Cirebon,4/29/2025,area tempat duduk yang nyaman. staf yang ramah. area parkir yang terang.,,3
priority_model_disagreement,model_high_confidence_disagreement,Makanan,4182,positif,netral,0.9241,positif,possible_sentiment_label_review,"makanan, makan, lezat","aspect evidence: makanan, makan, lezat; sentiment evidence: lezat",Tiket,Hotel Santika Mega City Bekasi,4/4/2026,fasilitas kebugaran eksklusif. makanan penutup yang lezat.,,3
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,4486,netral,positif,0.9207,positif,possible_sentiment_label_review,"kolam, parkir","aspect evidence: kolam, parkir; sentiment evidence: nyaman, mudah, aman",Tiket,Hotel Santika Mega City Bekasi,7/8/2024,akses mudah ke tempat-tempat terkenal. parkir nyaman. suasana kolam tenang.,,3
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,1808,positif,negatif,0.9184,positif,possible_sentiment_label_review,"kolam, kolam renang","aspect evidence: kolam, kolam renang; sentiment evidence: bersih, mudah, aman",Agoda,Hotel Santika Cirebon,9/11/2024,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih.",,3
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,1783,positif,negatif,0.9147,positif,possible_sentiment_label_review,fasilitas,aspect evidence: fasilitas; sentiment evidence: bagus,Agoda,Hotel Santika Cirebon,3/31/2025,service bagus banget tapi fasilitas perlu peremajaan,,3
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,4235,positif,netral,0.8982,positif,possible_sentiment_label_review,"fasilitas, parkir","aspect evidence: fasilitas, parkir; sentiment evidence: baik, ramah, bersih, terang, terawat",Tiket,Hotel Santika Mega City Bekasi,12/4/2025,kamar bersih dan terawat dengan baik. parkir terang. fasilitas modern. staf ahli dan ramah.,,3
priority_model_disagreement,model_high_confidence_disagreement,Fasilitas,5805,netral,positif,0.8735,positif,possible_sentiment_label_review,parkir,"aspect evidence: parkir; sentiment evidence: baik, ramah, lezat, aman, dekat",Tiket,Hotel Santika Tasikmalaya,4/16/2026,kualitas layanan terbaik. hidangan yang disajikan lezat. suasana ramah. dekat dengan pusat hiburan. parkir aman.,,3
priority_model_disagreement,model_high_confidence_disagreement,Kebersihan,3979,netral,negatif,0.855,negatif,possible_sentiment_label_review,"handuk, sprei","aspect evidence: handuk, sprei; sentiment evidence: kurang, gak, lama",Tiket,Hotel Santika Bandung,2/21/2024,"hotel lama toilet sudah direnovasi, breakfast lumayan minusnya sprei dan handuk sudah agak lusuh, sangat kurang colokan listrik.",,3
priority_model_disagreement,model_high_confidence_disagreement,Harga,6797,netral,negatif,0.8512,negatif,possible_sentiment_label_review,"harga, sepadan","aspect evidence: harga, sepadan; sentiment evidence: tidak, kecil",Traveloka,Hotel Santika Bandung,1/11/2017,"gymnya terlalu kecil, kualitas makan malamnya tidak sepadan harga.",,3
priority_model_disagreement,model_high_confidence_disagreement,Makanan,4196,netral,positif,0.8471,netral,possible_sentiment_label_review,"makanan, makan","aspect evidence: makanan, makan; sentiment evidence: biasa",Tiket,Hotel Santika Mega City Bekasi,2/25/2026,layanan pengiriman makanan tersedia. terletak di kawasan industri. staf yang luar biasa dan cerdas.,,3
priority_model_disagreement,model_high_confidence_disagreement,Makanan,3634,netral,positif,0.8471,positif,possible_sentiment_label_review,"hidangan, lezat","aspect evidence: hidangan, lezat; sentiment evidence: lezat",Tiket,Hotel Santika Bandung,2/25/2025,kamar segar banget. hidangan tradisional lezat.,,3
priority_model_disagreement,model_high_confidence_disagreement,Kenyamanan,7120,netral,negatif,0.8468,positif,possible_sentiment_label_review,nyaman,"aspect evidence: nyaman; sentiment evidence: ramah, nyaman, aman",Traveloka,Hotel Santika Bandung,8/19/2015,"ramah, nyaman hanya terlalu bebas untuk smoking: (",,3
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,3549,netral,positif,0.8221,positif,possible_sentiment_label_review,layanan,aspect evidence: layanan; sentiment evidence: baik,Tiket,Hotel Santika Bandung,5/9/2026,santika yang sangat luar biasa selalu merupakan pilihan yang baik untuk menginap! layanan pramutamu yang informatif.,,3
priority_model_disagreement,model_high_confidence_disagreement,Harga,6821,netral,negatif,0.8201,negatif,possible_sentiment_label_review,harga,"aspect evidence: harga; sentiment evidence: kurang, ga ",Traveloka,Hotel Santika Bandung,12/21/2016,variasi makanan kurang dengan harga sekarang,,3
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,2024,netral,positif,0.8064,positif,possible_sentiment_label_review,staf,"aspect evidence: staf; sentiment evidence: bagus, enak",Agoda,Hotel Santika Cirebon,6/26/2012,staf frendly ketika kami tiba. lokasi bagus ke tempat kuliner terkenal. sarapan enak dengan sentuhan lokal.,,3
priority_model_disagreement,model_high_confidence_disagreement,Makanan,8270,positif,negatif,0.8063,positif,possible_sentiment_label_review,"makanan, makan, sarapan","aspect evidence: makanan, makan, sarapan; sentiment evidence: baik",Traveloka,Hotel Santika Bogor,4/4/2018,kamar baik layanan kamar miskin sarapan kualitas makanan baik,,3
priority_model_disagreement,model_high_confidence_disagreement,Pelayanan,14419,positif,netral,0.8012,positif,possible_sentiment_label_review,layanan,"aspect evidence: layanan; sentiment evidence: nyaman, aman",Traveloka,Hotel Santika Tasikmalaya,4/12/2017,"layanan keluar dan kenyamanan, keunggulan",,3
priority_model_disagreement,model_disagreement,Pelayanan,10297,negatif,netral,0.7937,negatif,possible_sentiment_label_review,"staf, resepsionis, check-in","aspect evidence: staf, resepsionis, check-in; sentiment evidence: tidak, lama",Traveloka,Hotel Santika Depok,1/6/2021,"saya bepergian dengan anak-anak jadi saya mencari hotel. di area dengan kolam renang. hasil pencarian menunjukkan akomodasi ini memiliki kolam renang. itulah alasan saya memilihnya. ketika saya mulai check-in, resepsionis memberi tahu saya bahwa kolam ditutup selama pandemi. saya kesal dan anak-anak kecewa. staf dengan tegas mengatakan, ada pengumuman yang sesuai tentang penutupan kolam umum di aplikasi, yang saya anggap sebagai kebohongan sederhana dan saran yang berani bahwa saya tidak cukup berhati-hati dalam proses pemesanan saya, yang sama sekali tidak benar dan sangat mengganggu untuk didengar.",,3
priority_model_disagreement,model_disagreement,Fasilitas,4172,netral,negatif,0.7749,negatif,possible_sentiment_label_review,"lift, kamar mandi","aspect evidence: lift, kamar mandi; sentiment evidence: bau, lama",Tiket,Hotel Santika Bandung,4/25/2023,burik kata anak saya. proses cek ini sangat lama. kamar mandi bau. lift membuat pusing.,,3
priority_model_disagreement,model_disagreement,Kebersihan,1808,positif,negatif,0.7584,positif,possible_sentiment_label_review,bersih,"aspect evidence: bersih; sentiment evidence: bersih, mudah, aman",Agoda,Hotel Santika Cirebon,9/11/2024,"mudah untuk mendapatkan makanan, kolam renang harus lebih dibersihkan, taman harus lebih bersih.",,3
